iata_to,state_id,state_name,latitude,longitude
0,NY,New York,40.6943,-73.9249
1,CA,California,34.1141,-118.4068
2,IL,Illinois,41.8375,-87.6866
3,FL,Florida,25.7840,-80.2101
4,TX,Texas,29.7860,-95.3885
5,TX,Texas,32.7935,-96.7667
6,PA,Pennsylvania,40.0077,-75.1339
7,GA,Georgia,33.7628,-84.4220
8,DC,District of Columbia,38.9047,-77.0163
9,MA,Massachusetts,42.3188,-71.0852
10,AZ,Arizona,33.5722,-112.0892
11,MI,Michigan,42.3834,-83.1024
12,WA,Washington,47.6211,-122.3244
13,CA,California,37.7558,-122.4449
14,CA,California,32.8313,-117.1222
15,MN,Minnesota,44.9635,-93.2678
16,FL,Florida,27.9945,-82.4447
17,NY,New York,40.6501,-73.9496
18,CO,Colorado,39.7620,-104.8758
19,NY,New York,40.7498,-73.7976
20,CA,California,33.9381,-117.3949
21,NV,Nevada,36.2333,-115.2654
22,MD,Maryland,39.3051,-76.6144
23,MO,Missouri,38.6359,-90.2451
24,OR,Oregon,45.5371,-122.6500
25,TX,Texas,29.4632,-98.5238
26,CA,California,38.5677,-121.4685
27,TX,Texas,30.3005,-97.7522
28,FL,Florida,28.4773,-81.3370
29,PR,Puerto Rico,18.3985,-66.0610
30,CA,California,37.3012,-121.8480
31,PA,Pennsylvania,40.4397,-79.9763
32,IN,Indiana,39.7771,-86.1458
33,NY,New York,40.7834,-73.9662
34,OH,Ohio,39.1413,-84.5060
35,MO,Missouri,39.1238,-94.5541
36,OH,Ohio,41.4764,-81.6805
37,OH,Ohio,39.9862,-82.9855
38,NY,New York,40.8501,-73.8662
39,VA,Virginia,36.7335,-76.0435
40,NC,North Carolina,35.2083,-80.8303
41,WI,Wisconsin,43.0642,-87.9675
42,RI,Rhode Island,41.8230,-71.4187
43,FL,Florida,30.3322,-81.6749
44,TN,Tennessee,36.1715,-86.7842
45,UT,Utah,40.7776,-111.9311
46,NC,North Carolina,35.8324,-78.6429
47,VA,Virginia,37.5295,-77.4756
48,TN,Tennessee,35.1087,-89.9663
49,OK,Oklahoma,35.4676,-97.5136
50,CT,Connecticut,41.7661,-72.6834
51,KY,Kentucky,38.1663,-85.6485
52,NY,New York,42.9018,-78.8487
53,LA,Louisiana,30.0687,-89.9288
54,TX,Texas,32.7817,-97.3474
55,CT,Connecticut,41.1918,-73.1954
56,AZ,Arizona,32.1541,-110.8787
57,TX,Texas,31.8476,-106.4300
58,NE,Nebraska,41.2627,-96.0529
59,TX,Texas,26.2252,-98.2467
60,AL,Alabama,33.5279,-86.7971
61,NM,New Mexico,35.1054,-106.6465
62,OK,Oklahoma,36.1283,-95.9042
63,CA,California,36.7830,-119.7939
64,SC,South Carolina,32.8168,-79.9687
65,NY,New York,43.1680,-77.6162
66,OH,Ohio,39.7805,-84.2003
67,FL,Florida,26.6443,-81.9957
68,CA,California,33.6096,-117.6551
69,CO,Colorado,38.8674,-104.7605
70,LA,Louisiana,30.4420,-91.1311
71,PA,Pennsylvania,40.5961,-75.4756
72,UT,Utah,41.2279,-111.9682
73,UT,Utah,40.2457,-111.6457
74,TN,Tennessee,35.9692,-83.9496
75,MI,Michigan,42.9619,-85.6562
76,SC,South Carolina,34.0378,-80.9036
77,NY,New York,42.6664,-73.7987
78,CA,California,35.3529,-119.0359
79,CT,Connecticut,41.3113,-72.9246
80,IA,Iowa,41.5725,-93.6105
81,OH,Ohio,41.0798,-81.5219
82,FL,Florida,27.9631,-80.6593
83,CA,California,37.9722,-122.0016
84,KS,Kansas,37.6895,-97.3443
85,AZ,Arizona,33.4015,-111.7178
86,PA,Pennsylvania,40.2752,-76.8843
87,NY,New York,40.5834,-74.1496
88,OH,Ohio,41.6638,-83.5827
89,MA,Massachusetts,42.2705,-71.8079
90,CA,California,33.7977,-118.1670
91,FL,Florida,27.2796,-80.3884
92,AR,Arkansas,34.7256,-92.3577
93,NV,Nevada,39.5497,-119.8483
94,WA,Washington,47.6671,-117.4330
95,WI,Wisconsin,43.0822,-89.3930
96,ID,Idaho,43.6005,-116.2308
97,FL,Florida,26.3558,-81.7859
98,TX,Texas,33.2175,-97.1418
99,CA,California,37.7904,-122.2166
100,MA,Massachusetts,42.1155,-72.5395
101,GA,Georgia,33.3645,-82.0708
102,FL,Florida,28.3041,-81.4169
103,NC,North Carolina,36.1029,-80.2610
104,CA,California,37.9765,-121.3109
105,NY,New York,43.0407,-76.1437
106,TN,Tennessee,35.0660,-85.2481
107,PA,Pennsylvania,40.0420,-76.3012
108,SC,South Carolina,34.8354,-82.3646
109,NC,North Carolina,35.9792,-78.9022
110,FL,Florida,30.4413,-87.1911
111,AR,Arkansas,36.0714,-94.1661
112,TX,Texas,32.6998,-97.1250
113,CO,Colorado,39.7083,-104.7237
114,CA,California,34.1964,-119.1815
115,CA,California,33.7346,-116.2346
116,PA,Pennsylvania,41.4044,-75.6649
117,CA,California,34.5277,-117.3536
118,NJ,New Jersey,40.2237,-74.7641
119,CA,California,37.6375,-121.0028
120,AL,Alabama,34.6981,-86.6412
121,HI,Hawaii,21.3294,-157.8460
122,NC,North Carolina,36.0956,-79.8271
123,CA,California,33.8390,-117.8574
124,TX,Texas,27.7254,-97.3767
125,IN,Indiana,41.0888,-85.1436
126,CO,Colorado,40.5477,-105.0656
127,MS,Mississippi,32.3157,-90.2125
128,SC,South Carolina,33.7094,-78.8844
129,NC,North Carolina,35.0850,-78.9772
130,CA,California,37.9787,-121.7960
131,MI,Michigan,42.7142,-84.5601
132,KY,Kentucky,38.0423,-84.4587
133,AL,Alabama,30.6782,-88.1162
134,OH,Ohio,41.0993,-80.6463
135,NV,Nevada,36.0133,-115.0381
136,GA,Georgia,32.0286,-81.1821
137,NY,New York,41.6950,-73.9211
138,CA,California,33.7367,-117.8819
139,MI,Michigan,42.2759,-83.7310
140,MN,Minnesota,44.9478,-93.1039
141,NJ,New Jersey,40.7245,-74.1725
142,CA,California,33.6772,-117.7738
143,CA,California,38.4458,-122.7067
144,OH,Ohio,40.8078,-81.3676
145,NC,North Carolina,35.5707,-82.5537
146,MI,Michigan,43.0236,-83.6921
147,FL,Florida,28.0118,-81.7014
148,AK,Alaska,61.1508,-149.1091
149,NE,Nebraska,40.8099,-96.6784
150,NC,North Carolina,35.3933,-80.6369
151,NJ,New Jersey,40.7184,-74.0686
152,MO,Missouri,37.1943,-93.2916
153,TX,Texas,33.0502,-96.7486
154,LA,Louisiana,32.4653,-93.7955
155,IA,Iowa,41.5565,-90.6053
156,TX,Texas,33.5657,-101.8879
157,FL,Florida,28.0557,-81.9545
158,IN,Indiana,41.6767,-86.2696
159,CA,California,32.6281,-117.0144
160,AZ,Arizona,33.2825,-111.8514
161,IL,Illinois,42.2596,-89.0640
162,PA,Pennsylvania,40.3400,-75.9267
163,OR,Oregon,44.0564,-123.1174
164,NC,North Carolina,34.2099,-77.8866
165,CA,California,34.4175,-118.4964
166,AZ,Arizona,33.3100,-111.7463
167,OR,Oregon,44.9233,-123.0244
168,TX,Texas,31.0753,-97.7297
169,IL,Illinois,42.3791,-88.0811
170,GA,Georgia,32.5100,-84.8771
171,NV,Nevada,36.2883,-115.0888
172,WA,Washington,46.1978,-119.1732
173,FL,Florida,27.7931,-82.6652
174,FL,Florida,30.4551,-84.2527
175,TX,Texas,27.5625,-99.4874
176,TX,Texas,32.8583,-96.9702
177,IL,Illinois,40.7520,-89.6154
178,AL,Alabama,32.3482,-86.2668
179,VA,Virginia,36.6778,-76.3023
180,AZ,Arizona,33.5791,-112.2311
181,PA,Pennsylvania,39.9651,-76.7315
182,NH,New Hampshire,42.7491,-71.4910
183,TX,Texas,32.9100,-96.6304
184,AZ,Arizona,33.6872,-111.8651
185,LA,Louisiana,30.2082,-92.0325
186,VA,Virginia,36.8945,-76.2590
187,VA,Virginia,38.8786,-77.1011
188,WI,Wisconsin,44.2780,-88.3892
189,PR,Puerto Rico,18.4382,-67.1537
190,SC,South Carolina,34.9415,-81.0241
191,CA,California,37.5265,-121.9843
192,ND,North Dakota,46.8651,-96.8292
193,MS,Mississippi,30.4274,-89.0704
194,WA,Washington,47.5436,-122.7121
195,WI,Wisconsin,44.5148,-87.9895
196,NV,Nevada,36.0091,-115.2278
197,FL,Florida,25.8696,-80.3045
198,FL,Florida,28.9050,-81.2137
199,CA,California,34.1416,-117.2943
200,FL,Florida,29.6804,-82.3459
201,NV,Nevada,36.0952,-115.2636
202,WA,Washington,47.2431,-122.4531
203,VA,Virginia,37.2785,-79.9581
204,TX,Texas,25.9975,-97.4580
205,TX,Texas,30.5852,-96.2959
206,WA,Washington,47.0417,-122.8959
207,TN,Tennessee,36.5692,-87.3413
208,NY,New York,40.9466,-73.8673
209,CA,California,33.9244,-117.2045
210,CA,California,34.1914,-118.8756
211,ME,Maine,43.6773,-70.2715
212,CA,California,34.0968,-117.4599
213,NC,North Carolina,35.7410,-81.3223
214,TX,Texas,35.1984,-101.8316
215,SD,South Dakota,43.5396,-96.7311
216,IN,Indiana,37.9881,-87.5341
217,WV,West Virginia,38.4109,-82.4345
218,CT,Connecticut,41.5582,-73.0361
219,TX,Texas,33.1560,-96.8216
220,OH,Ohio,41.4409,-82.1840
221,MI,Michigan,42.2749,-85.5882
222,TX,Texas,29.2484,-94.8913
223,SC,South Carolina,34.9442,-81.9251
224,CA,California,34.4285,-119.7202
225,NV,Nevada,36.1783,-115.0487
226,CA,California,33.6960,-118.0018
227,TX,Texas,32.6871,-97.0208
228,KS,Kansas,38.8870,-94.6870
229,TX,Texas,33.2016,-96.6670
230,TX,Texas,31.5599,-97.1882
231,MD,Maryland,39.6401,-77.7217
232,CA,California,34.1819,-118.2468
233,ID,Idaho,43.5844,-116.5638
234,AZ,Arizona,33.7843,-112.2989
235,IA,Iowa,41.9662,-91.6783
236,WA,Washington,45.6366,-122.5967
237,NV,Nevada,36.0872,-115.1355
238,FL,Florida,29.1780,-82.1511
239,PA,Pennsylvania,42.1167,-80.0733
240,VA,Virginia,37.1051,-76.5185
241,MD,Maryland,39.4337,-77.4141
242,TN,Tennessee,35.8490,-86.4121
243,FL,Florida,26.1412,-80.1464
244,IL,Illinois,41.7638,-88.2902
245,AZ,Arizona,33.3881,-111.9319
246,CT,Connecticut,41.4015,-73.4709
247,FL,Florida,28.4798,-82.5300
248,NC,North Carolina,35.2494,-81.1854
249,CA,California,36.6883,-121.6317
250,VA,Virginia,38.2992,-77.4872
251,CA,California,34.0393,-117.6064
252,CA,California,38.4161,-121.3842
253,GA,Georgia,34.2902,-83.8294
254,NC,North Carolina,35.7819,-78.8195
255,CA,California,34.1247,-117.5667
256,CA,California,33.2247,-117.3083
257,CA,California,33.7787,-117.9601
258,CA,California,34.6935,-118.1753
259,CA,California,33.7341,-116.9969
260,FL,Florida,26.0128,-80.3382
261,FL,Florida,30.1995,-85.6003
262,CA,California,38.1125,-122.2342
263,NH,New Hampshire,42.9848,-71.4447
264,OR,Oregon,42.3372,-122.8540
265,PR,Puerto Rico,18.3794,-66.1635
266,SC,South Carolina,34.7821,-82.3032
267,CA,California,36.9789,-122.0346
268,CA,California,34.5944,-118.1057
269,CT,Connecticut,41.5495,-72.0882
270,MI,Michigan,43.2281,-86.2562
271,FL,Florida,28.7672,-81.8962
272,NC,North Carolina,35.9910,-79.9937
273,AL,Alabama,33.2348,-87.5268
274,CA,California,36.3276,-119.3269
275,WA,Washington,48.0809,-122.1561
276,CA,California,37.3057,-120.4779
277,CA,California,37.6328,-122.0766
278,IN,Indiana,40.3991,-86.8593
279,IL,Illinois,39.7709,-89.6540
280,CA,California,33.8616,-117.5649
281,NJ,New Jersey,40.9147,-74.1624
282,VA,Virginia,38.8185,-77.0861
283,GA,Georgia,32.8065,-83.6974
284,NY,New York,42.1014,-75.9093
285,CO,Colorado,39.6977,-105.1172
286,KS,Kansas,39.1235,-94.7443
287,TX,Texas,31.8801,-102.3448
288,CA,California,37.3836,-122.0255
289,MA,Massachusetts,41.6697,-70.9428
290,FL,Florida,26.0293,-80.1679
291,MI,Michigan,42.4614,-83.6526
292,CA,California,33.1348,-117.0723
293,LA,Louisiana,30.2010,-93.2111
294,TX,Texas,29.6575,-95.1498
295,WA,Washington,47.5951,-122.1535
296,IL,Illinois,41.5188,-88.1499
297,IL,Illinois,40.1142,-88.2737
298,CA,California,34.0585,-117.7626
299,CA,California,38.2583,-122.0335
300,TX,Texas,32.7602,-96.5865
301,IN,Indiana,41.6916,-85.9627
302,IL,Illinois,41.7480,-88.1659
303,UT,Utah,37.0758,-113.5752
304,CA,California,38.7703,-121.3196
305,KS,Kansas,39.0346,-95.6955
306,NC,North Carolina,36.0760,-79.4685
307,GA,Georgia,32.5961,-83.6527
308,AZ,Arizona,33.6815,-112.4515
309,CA,California,33.8346,-118.3416
310,CA,California,34.9333,-120.4431
311,GA,Georgia,33.9508,-83.3689
312,LA,Louisiana,29.5800,-90.7059
313,MO,Missouri,38.9472,-92.3268
314,CA,California,33.8841,-117.9279
315,KS,Kansas,38.8833,-94.8200
316,CO,Colorado,39.9197,-104.9438
317,CO,Colorado,40.4152,-104.7706
318,TX,Texas,30.0849,-94.1451
319,NM,New Mexico,32.3265,-106.7893
320,TX,Texas,32.0243,-102.1147
321,LA,Louisiana,29.9977,-90.1780
322,PR,Puerto Rico,18.4054,-65.9792
323,UT,Utah,40.6886,-112.0123
324,CA,California,33.8038,-117.8218
325,MI,Michigan,42.4934,-83.0270
326,CO,Colorado,39.0877,-108.5673
327,TX,Texas,32.3184,-95.3062
328,CA,California,34.1597,-118.1390
329,VA,Virginia,37.0551,-76.3630
330,IL,Illinois,40.4757,-88.9703
331,NJ,New Jersey,40.6658,-74.1913
332,CT,Connecticut,41.1039,-73.5585
333,AZ,Arizona,32.5995,-114.5491
334,WA,Washington,47.3887,-122.2128
335,FL,Florida,25.9773,-80.3351
336,ID,Idaho,47.7040,-116.7936
337,FL,Florida,26.2702,-80.2591
338,MI,Michigan,42.5809,-83.0305
339,CA,California,39.1357,-121.6383
340,WA,Washington,46.5923,-120.5496
341,TX,Texas,32.9890,-96.8999
342,WI,Wisconsin,42.7274,-87.8135
343,TN,Tennessee,36.3406,-82.3806
344,MT,Montana,45.7891,-108.5526
345,IA,Iowa,41.6559,-91.5303
346,DE,Delaware,39.1610,-75.5202
347,WA,Washington,48.7548,-122.4690
348,WV,West Virginia,38.3484,-81.6322
349,VA,Virginia,37.4003,-79.1909
350,CA,California,37.3646,-121.9680
351,OK,Oklahoma,35.2335,-97.3471
352,NC,North Carolina,35.5943,-77.3760
353,CA,California,34.2663,-118.7490
354,AR,Arkansas,35.3495,-94.3695
355,TX,Texas,32.4543,-99.7384
356,PR,Puerto Rico,18.4491,-66.7387
357,TX,Texas,33.0454,-96.9815
358,TX,Texas,29.5581,-95.3218
359,FL,Florida,26.6120,-81.6388
360,WI,Wisconsin,42.5865,-87.8773
361,CA,California,36.6224,-121.8199
362,VT,Vermont,44.4876,-73.2316
363,CO,Colorado,39.8320,-105.1510
364,MD,Maryland,38.6085,-76.9194
365,MO,Missouri,39.0871,-94.3501
366,MN,Minnesota,44.0154,-92.4780
367,UT,Utah,41.7399,-111.8422
368,TX,Texas,26.1916,-97.6977
369,CA,California,37.8722,-122.2760
370,CA,California,36.8278,-119.6830
371,TX,Texas,30.5270,-97.6642
372,CO,Colorado,38.2701,-104.6114
373,TX,Texas,31.1068,-97.3891
374,ID,Idaho,43.6116,-116.3977
375,MN,Minnesota,46.7756,-92.1393
376,TX,Texas,30.1738,-95.5134
377,CO,Colorado,40.0248,-105.2524
378,TX,Texas,32.9716,-96.7093
379,MA,Massachusetts,42.3759,-71.1185
380,FL,Florida,26.7469,-80.1320
381,TX,Texas,29.8554,-93.9264
382,CA,California,34.0326,-118.1691
383,CA,California,40.5698,-122.3650
384,FL,Florida,27.9790,-82.7623
385,LA,Louisiana,32.5185,-92.0774
386,NY,New York,43.0962,-75.2261
387,MN,Minnesota,45.5340,-94.1718
388,LA,Louisiana,30.3751,-90.0904
389,UT,Utah,40.6024,-112.0008
390,SC,South Carolina,32.9067,-80.0722
391,CA,California,37.9477,-122.3389
392,CO,Colorado,39.8837,-105.0624
393,MI,Michigan,43.4199,-83.9501
394,HI,Hawaii,21.3920,-157.7396
395,FL,Florida,27.9367,-82.3000
396,PR,Puerto Rico,18.0127,-66.6212
397,CA,California,33.1246,-117.2834
398,MA,Massachusetts,42.6389,-71.3217
399,OK,Oklahoma,36.0380,-95.7806
400,IL,Illinois,42.0383,-88.3240
401,OR,Oregon,45.5021,-122.4413
402,TX,Texas,29.4874,-95.1087
403,CA,California,33.9379,-118.1311
404,IA,Iowa,42.4918,-92.3522
405,CA,California,33.5719,-117.1909
406,MA,Massachusetts,42.5209,-71.7717
407,TX,Texas,32.5193,-94.7622
408,NC,North Carolina,34.7289,-77.3941
409,FL,Florida,26.2428,-80.1312
410,OR,Oregon,44.0563,-121.3095
411,FL,Florida,25.9433,-80.2426
412,CA,California,33.6667,-117.9135
413,IA,Iowa,42.4959,-96.3901
414,WA,Washington,47.9525,-122.1669
415,CA,California,37.0046,-121.5854
416,CA,California,34.2741,-119.2314
417,CA,California,33.4928,-117.1315
418,TX,Texas,29.5935,-95.6358
419,CA,California,39.7578,-121.8161
420,WI,Wisconsin,44.8197,-91.4948
421,CA,California,34.0739,-118.0291
422,ID,Idaho,43.4871,-112.0362
423,MI,Michigan,42.3127,-83.2130
424,IN,Indiana,39.1637,-86.5257
425,CA,California,34.0555,-117.9113
426,NV,Nevada,39.5736,-119.7161
427,GA,Georgia,33.6273,-84.5800
428,CO,Colorado,39.5926,-104.8673
429,GA,Georgia,33.9366,-84.3703
430,CA,California,33.9566,-118.3444
431,OR,Oregon,45.5273,-122.9360
432,MD,Maryland,39.2004,-76.8590
433,CA,California,34.1879,-118.3235
434,FL,Florida,26.0789,-80.2870
435,CA,California,32.8017,-116.9604
436,CA,California,34.0010,-117.4706
437,TX,Texas,33.1088,-96.6735
438,AL,Alabama,32.6087,-85.4903
439,WA,Washington,47.4784,-122.1918
440,MI,Michigan,42.7677,-86.0984
441,MA,Massachusetts,42.0821,-71.0242
442,NM,New Mexico,35.2873,-106.6982
443,CA,California,37.5522,-122.3121
444,CA,California,34.1175,-117.3892
445,WA,Washington,47.6626,-117.2346
446,VA,Virginia,38.0375,-78.4855
447,CA,California,33.6909,-117.1849
448,CA,California,37.6862,-122.4685
449,TX,Texas,33.9072,-98.5291
450,FL,Florida,27.8227,-82.3023
451,CA,California,33.9069,-118.0829
452,MO,Missouri,38.9171,-94.3816
453,CO,Colorado,40.1686,-105.1005
454,CA,California,38.3587,-121.9673
455,CO,Colorado,39.5419,-104.9708
456,TN,Tennessee,36.5224,-82.5454
457,AZ,Arizona,33.1786,-111.5629
458,MA,Massachusetts,42.2506,-71.0187
459,TX,Texas,26.3196,-98.1597
460,MA,Massachusetts,42.4781,-70.9664
461,TX,Texas,31.4424,-100.4504
462,CA,California,34.3975,-117.3147
463,KY,Kentucky,36.9716,-86.4378
464,WA,Washington,47.3091,-122.3358
465,IN,Indiana,39.9650,-86.1460
466,ND,North Dakota,46.8143,-100.7694
467,IN,Indiana,39.9588,-85.9659
468,CO,Colorado,39.9946,-105.0998
469,CA,California,33.1896,-117.2386
470,FL,Florida,26.3752,-80.1080
471,FL,Florida,29.8976,-81.3100
472,OR,Oregon,45.4779,-122.8168
473,AZ,Arizona,33.2614,-112.3622
474,VA,Virginia,36.8468,-76.3540
475,UT,Utah,40.2981,-111.6994
476,FL,Florida,26.1547,-80.2997
477,NH,New Hampshire,43.0580,-70.7826
478,CA,California,38.6017,-121.3845
479,KS,Kansas,38.9597,-95.2642
480,UT,Utah,40.5709,-111.8506
481,LA,Louisiana,30.2887,-89.7828
482,AZ,Arizona,33.4314,-112.6429
483,MI,Michigan,42.3972,-83.3733
484,VA,Virginia,37.2693,-76.7076
485,VA,Virginia,36.6953,-76.6398
486,CA,California,33.8930,-118.2274
487,WI,Wisconsin,43.8241,-91.2268
488,OK,Oklahoma,35.6689,-97.4160
489,CA,California,33.8374,-118.2559
490,CA,California,33.1350,-117.1743
491,CA,California,37.7269,-121.4523
492,AZ,Arizona,34.5980,-112.3185
493,OH,Ohio,39.5033,-84.3659
494,MA,Massachusetts,41.7136,-71.1015
495,PR,Puerto Rico,18.0827,-67.0460
496,NM,New Mexico,35.6619,-105.9819
497,FL,Florida,26.1259,-80.2617
498,PR,Puerto Rico,18.2003,-67.1397
499,TX,Texas,29.6994,-98.1148
500,GA,Georgia,34.0391,-84.3513
501,TX,Texas,30.3238,-95.4824
502,CA,California,33.9447,-118.1926
503,CA,California,34.0235,-118.4810
504,WA,Washington,47.6970,-122.2057
505,AL,Alabama,33.3763,-86.8068
506,MO,Missouri,38.7850,-90.7175
507,FL,Florida,28.5280,-81.1868
508,FL,Florida,29.5389,-81.2457
509,CT,Connecticut,41.1144,-73.4215
510,OK,Oklahoma,34.6175,-98.4202
511,CA,California,33.9836,-117.6654
512,SC,South Carolina,32.8537,-79.8203
513,CA,California,37.7927,-121.2264
514,CA,California,33.7523,-117.9938
515,SC,South Carolina,34.1780,-79.7898
516,MO,Missouri,37.0757,-94.5018
517,MD,Maryland,39.1755,-77.2643
518,CA,California,37.7074,-122.1599
519,FL,Florida,28.0106,-82.5763
520,NJ,New Jersey,40.8630,-74.1575
521,IL,Illinois,42.3698,-87.8716
522,MN,Minnesota,44.8306,-93.3151
523,AZ,Arizona,33.3873,-112.3235
524,TX,Texas,29.9777,-95.1953
525,MT,Montana,46.8751,-114.0214
526,FL,Florida,26.6194,-81.8302
527,MA,Massachusetts,42.3316,-71.2085
528,MA,Massachusetts,42.7002,-71.1626
529,IN,Indiana,40.1989,-85.3950
530,SD,South Dakota,44.0716,-103.2204
531,MI,Michigan,42.5817,-83.1457
532,CA,California,37.6868,-121.7607
533,CA,California,38.6948,-121.2880
534,CA,California,33.9147,-118.3476
535,VA,Virginia,39.1735,-78.1746
536,AR,Arkansas,36.1901,-94.1574
537,CA,California,33.9678,-118.0188
538,FL,Florida,26.3050,-80.1277
539,IL,Illinois,39.8557,-88.9342
540,CA,California,37.7624,-121.9365
541,NJ,New Jersey,39.4653,-74.9981
542,TX,Texas,26.2039,-98.3256
543,WA,Washington,47.3039,-122.2108
544,CA,California,33.6605,-117.6714
545,CA,California,33.6151,-117.8668
546,FL,Florida,28.1086,-80.6627
547,MN,Minnesota,45.1112,-93.3505
548,TX,Texas,30.6650,-96.3807
549,MI,Michigan,42.3192,-83.3805
550,CA,California,38.2975,-122.3010
551,TX,Texas,29.7587,-94.9671
552,IL,Illinois,41.8445,-87.7593
553,IN,Indiana,40.0891,-85.6892
554,TN,Tennessee,35.9200,-86.8516
555,MI,Michigan,42.4860,-83.3771
556,CA,California,33.8572,-118.0046
557,GA,Georgia,31.5776,-84.1762
558,FL,Florida,28.5818,-81.4692
559,PA,Pennsylvania,40.7909,-77.8567
560,CA,California,37.5025,-122.2253
561,RI,Rhode Island,41.7062,-71.4334
562,MI,Michigan,42.2431,-84.4038
563,RI,Rhode Island,41.7658,-71.4858
564,FL,Florida,27.9088,-82.7712
565,FL,Florida,25.8171,-80.1396
566,CA,California,34.0840,-118.1355
567,GA,Georgia,34.0333,-84.2027
568,CA,California,37.4001,-122.0796
569,MD,Maryland,38.3756,-75.5865
570,WV,West Virginia,39.6383,-79.9464
571,MD,Maryland,39.0028,-77.0207
572,UT,Utah,41.0770,-111.9620
573,OH,Ohio,39.9300,-83.7959
574,CA,California,33.8471,-118.1222
575,AL,Alabama,34.8303,-87.6655
576,CA,California,38.6668,-121.1422
577,CA,California,36.9630,-120.0778
578,NY,New York,40.9304,-73.7836
579,OH,Ohio,41.3843,-81.7286
580,IN,Indiana,39.4660,-87.3751
581,MA,Massachusetts,42.3908,-71.1014
582,AZ,Arizona,35.1872,-111.6194
583,FL,Florida,26.5281,-80.0811
584,FL,Florida,25.4665,-80.4472
585,OH,Ohio,40.0706,-82.4250
586,MN,Minnesota,45.0225,-93.4617
587,AL,Alabama,33.6712,-85.8135
588,TX,Texas,33.4500,-94.0847
589,CA,California,33.7311,-117.8107
590,TX,Texas,26.1685,-98.1904
591,MI,Michigan,42.9821,-82.4388
592,CA,California,37.5053,-120.8588
593,CA,California,38.5737,-121.2527
594,FL,Florida,28.9034,-81.9887
595,CA,California,37.4336,-121.8921
596,CA,California,33.7898,-117.2233
597,CA,California,34.1178,-117.6604
598,IL,Illinois,38.9037,-90.1520
599,CA,California,37.6663,-121.8805
600,FL,Florida,25.6697,-80.3556
601,AR,Arkansas,35.8212,-90.6791
602,CA,California,33.8880,-118.1271
603,MI,Michigan,42.2985,-85.2296
604,CA,California,33.9508,-117.7254
605,WY,Wyoming,41.1350,-104.7902
606,PA,Pennsylvania,40.3412,-76.4228
607,CA,California,38.6318,-121.3263
608,UT,Utah,40.5570,-111.9784
609,CA,California,38.5553,-121.7370
610,KY,Kentucky,37.7031,-85.8773
611,IL,Illinois,42.0308,-88.0838
612,CA,California,37.7668,-122.2670
613,IN,Indiana,41.6168,-87.4909
614,WA,Washington,46.2506,-119.1305
615,IL,Illinois,42.0464,-87.6943
616,UT,Utah,40.4136,-111.8725
617,LA,Louisiana,31.2923,-92.4702
618,FL,Florida,27.0576,-82.1977
619,IL,Illinois,42.0955,-87.9826
620,CA,California,34.2230,-119.0321
621,MI,Michigan,42.8908,-85.7066
622,TX,Texas,33.0343,-97.1146
623,PA,Pennsylvania,40.6266,-75.3679
624,MS,Mississippi,31.3074,-89.3170
625,CO,Colorado,40.4166,-105.0623
626,CA,California,38.0182,-121.8965
627,TX,Texas,30.5105,-97.8197
628,WA,Washington,47.4360,-120.3295
629,MI,Michigan,42.4765,-83.2605
630,MI,Michigan,42.6645,-83.1563
631,LA,Louisiana,30.5061,-90.4563
632,GA,Georgia,30.8502,-83.2788
633,KY,Kentucky,37.7575,-87.1172
634,CA,California,34.5352,-117.2109
635,MN,Minnesota,44.9057,-92.9230
636,RI,Rhode Island,41.8744,-71.3743
637,MO,Missouri,39.7598,-94.8210
638,FL,Florida,25.8152,-80.3565
639,NH,New Hampshire,43.1887,-70.8845
640,TX,Texas,29.5630,-95.5365
641,NY,New York,43.0674,-73.7775
642,ID,Idaho,42.8724,-112.4647
643,WI,Wisconsin,44.0227,-88.5619
644,CT,Connecticut,41.6759,-72.7862
645,CO,Colorado,39.3763,-104.8535
646,FL,Florida,26.1605,-80.2241
647,CO,Colorado,39.9542,-105.0526
648,VA,Virginia,38.6473,-77.3459
649,IL,Illinois,41.6901,-88.1021
650,WA,Washington,47.6763,-122.1169
651,PR,Puerto Rico,18.2319,-66.0388
652,TX,Texas,32.5690,-97.1213
653,MD,Maryland,39.2774,-76.8345
654,WI,Wisconsin,43.7403,-87.7316
655,OH,Ohio,40.7656,-82.5275
656,NY,New York,43.3109,-73.6458
657,FL,Florida,29.1995,-81.0982
658,CA,California,38.1218,-121.2932
659,CA,California,34.0512,-117.1712
660,VA,Virginia,38.4362,-78.8735
661,AL,Alabama,31.2336,-85.4070
662,TN,Tennessee,35.1817,-84.8707
663,TN,Tennessee,35.6538,-88.8354
664,NY,New York,40.9136,-73.8291
665,VA,Virginia,38.8390,-77.4389
666,PA,Pennsylvania,40.5082,-78.4007
667,MA,Massachusetts,42.3085,-71.4368
668,NJ,New Jersey,39.9361,-75.1073
669,TX,Texas,30.6660,-97.6966
670,CA,California,34.0829,-117.9722
671,CA,California,38.8075,-121.2489
672,CA,California,36.0643,-119.0338
673,FL,Florida,26.2056,-80.2539
674,MD,Maryland,39.1560,-76.6071
675,VA,Virginia,37.2300,-80.4279
676,WI,Wisconsin,44.9620,-89.6459
677,SC,South Carolina,33.9392,-80.3930
678,WI,Wisconsin,42.6854,-89.0135
679,GA,Georgia,31.1449,-81.4746
