origin,destination,count
9,16276,1
9,16810,6
9,17225,7
9,17228,10
9,17231,7
9,17232,33
9,17233,1
9,18713,23
9,19029,3
9,19296,15
9,19355,8
9,19885,7
9,19893,6
9,21840,1
9,21844,42
9,23342,5
9,23393,2
9,25751,52
9,25897,4
9,25973,2
9,26062,93
9,26085,4
9,26101,99
9,26914,2
9,27557,2
9,29699,1
9,29802,2
9,29960,5
9,29973,1
9,30315,52
9,32025,17
9,33694,2
9,36031,20
9,36088,267
9,36323,5
9,36856,2
0,8,2
0,209,2
0,1790,1
0,2379,1
0,2856,1
0,3064,1
0,3561,17
0,3671,4
0,3786,3
0,4134,4
0,4538,1
0,4670,2
0,4713,1
0,4766,1
0,4808,3
0,5462,1
0,6467,36
0,7018,1
0,7893,1
0,8167,1
0,9116,1
0,10421,2
0,10738,1
0,11060,1
0,11398,1
0,12131,2
0,12252,1
0,13343,1
0,13462,24
0,13749,4
0,13867,1
0,14501,355
0,16810,1
0,17228,1
0,17621,1
0,17858,1
0,19262,2
0,20001,1
0,20258,1
0,22927,1
0,26101,1
0,27183,1
0,27699,1
0,32666,1
0,35970,1
1,8,1
1,1967,2
1,3265,1375
1,3561,10
1,3595,1
1,3786,24
1,4134,13
1,4230,2
1,4538,1
1,4691,1
1,4755,1
1,4766,8
1,4812,1
1,4837,2
1,6316,1
1,6461,9
1,6467,36
1,6478,12
1,7132,1
1,7470,1
1,7738,1
1,8167,1
1,8342,15
1,8376,2
1,9318,2
1,9457,1
1,9498,1
1,9803,1
1,9908,1
1,10421,2
1,11103,1
1,11486,4
1,12302,37
1,13749,5
1,14501,1
1,14778,12
1,14780,1
1,14985,2
1,15169,1
1,17184,1
1,17622,2
1,17676,1
1,18118,1
1,26010,4
1,26627,1
1,27183,1
1,32666,1
1,32743,2
1,34320,1
1,35315,4
1,35832,1
2,3,2
2,1312,87
2,3561,3
2,4134,1
2,4538,4
2,4691,1
2,4766,1
2,4808,1
2,5650,13
2,5661,3
2,6467,36
2,7018,288
2,7132,11
2,7377,82
2,8001,1
2,10421,19
2,11414,1
2,12252,1
2,13749,4
2,14501,1
2,14537,4
2,19918,163
2,27183,1
2,29863,16
2,30099,4
2,32666,1
2,33260,4
2,33650,307
2,33651,8
2,36828,3
3,8,2
3,2152,2
3,3356,6
3,3786,1
3,4134,25
3,4538,15
3,4691,1
3,4766,1
3,4808,3
3,6467,1
3,6746,1
3,9457,1
3,10421,1
3,11103,1
3,13749,3
3,14501,2
3,14985,1
3,18118,3
3,27183,2
3,32666,2
4,8,1
4,3786,24
4,4134,2
4,4538,1
4,4691,1
4,4766,1
4,4808,2
4,6467,36
4,7132,4
4,10421,2
4,12252,1
4,13749,4
4,14501,1
4,14778,4
4,27183,1
4,29895,4
4,31976,85
4,32666,1
4,33651,19
5,8,2
5,209,5
5,2152,22
5,3356,3
5,3561,5
5,3786,2
5,4134,10
5,4538,3
5,4691,1
5,4766,1
5,4808,3
5,4812,2
5,4837,1
5,6467,1
5,6746,1
5,8070,1
5,8075,1
5,9156,1
5,9457,1
5,10421,1
5,11103,1
5,11486,3
5,11608,4
5,12222,3
5,12252,1
5,13749,2
5,13867,4
5,14501,1
5,14776,2
5,14985,2
5,15169,18
5,16509,1
5,18118,7
5,21844,1
5,22781,1
5,26085,2
5,26101,28
5,26201,1
5,27183,1
5,30217,10
5,32666,1
6,8,2
6,3786,1
6,4134,29
6,4538,1
6,4691,1
6,4766,1
6,4808,3
6,4812,2
6,6467,1
6,9457,1
6,10421,1
6,11103,2
6,12252,2
6,13749,3
6,14501,2
6,14985,2
6,17785,1
6,18118,2
6,27183,1
6,32666,2
7,2152,1
7,3561,1
7,8070,3
7,8972,2
7,18924,48
8,1668,2
8,3561,1
8,3701,4
8,4134,52
8,5662,18
8,7018,12
8,7132,6
8,8070,16
8,8075,4
8,8972,2
8,12168,1
8,15169,83
8,30687,1
9,3561,1
9,7132,1
9,8070,2
9,8075,2
0,209,3
0,701,1
0,3561,18
0,3671,11
0,4134,3
0,4538,1
0,5410,1
0,6478,1
0,7132,14
0,8167,1
0,8560,1
0,9318,1
0,10091,1
0,11427,1
0,12131,1
0,12271,1
0,12312,1
0,13237,1
0,13462,26
0,15802,1
0,17633,1
0,18229,1
0,19262,1
0,21844,1
0,26085,1
0,26101,2
0,26277,1
0,27357,1
0,30983,1
0,32666,3697
0,33552,1
1,209,1
1,577,54
1,1668,2
1,2200,1
1,2497,1
1,2828,2
1,3265,4422
1,3269,3
1,3307,271
1,3462,6
1,3491,1
1,3561,8
1,4134,19
1,4538,2
1,4668,1
1,4713,3
1,4739,1
1,4766,4
1,4812,1
1,6461,9
1,6478,8
1,7018,1
1,7132,5
1,7545,2
1,8376,1
1,8560,1
1,8708,48
1,9318,6
1,9488,1
1,9808,1
1,11427,1
1,12302,96
1,12859,50
1,13749,1
1,14778,55
1,15169,4
1,17506,2
1,17621,1
1,17622,2
1,17858,2
1,18118,2
1,20115,2
1,20932,1
1,21844,5
1,23724,2
1,26277,1
1,26627,1
1,30015,1
1,30983,1
1,32666,3697
2,577,1
2,1312,84
2,2552,1
2,3561,9
2,4134,1
2,4181,1
2,4538,2
2,5650,23
2,6478,3
2,7018,289
2,7132,3
2,7377,80
2,8560,1
2,9318,1
2,16572,10
2,19918,161
2,21844,1
2,26277,1
2,27596,2
2,29863,4
2,30099,4
2,30983,1
2,32666,3697
2,33260,12
2,33650,132
3,577,1
3,2828,1
3,3269,6
3,3462,1
3,3491,2
3,4134,15
3,4538,2
3,4766,1
3,4812,1
3,8560,1
3,9318,2
3,9808,1
3,16265,1
3,18118,3
3,20115,2
3,21844,5
3,26277,2
3,30015,1
3,30983,1
4,3462,3
4,4134,2
4,4323,1
4,7132,35
4,8560,1
4,9318,1
4,14778,11
4,21844,1
4,26277,1
4,29895,8
4,30983,1
4,31976,84
4,32666,3697
5,209,10
5,559,4
5,702,5
5,2152,103
5,2828,2
5,2914,1
5,3269,3
5,3356,3
5,3462,1
5,3561,36
5,4134,11
5,4538,1
5,4766,2
5,6432,27
5,7132,1
5,8001,2
5,8070,5
5,8075,5
5,8560,1
5,9156,10
5,9318,1
5,10532,8
5,10552,4
5,10565,1
5,10933,2
5,11274,1
5,11486,15
5,12168,1
5,12182,1
5,12222,14
5,13601,31
5,13649,2
5,13749,2
5,13867,2
5,14173,1
5,14446,59
5,14743,69
5,14744,4
5,14776,4
5,14779,13
5,14780,2
5,14829,3
5,15169,93
5,16509,11
5,20115,2
5,21568,3
5,21844,120
5,22781,3
5,23719,7
5,25751,9
5,26085,15
5,26101,107
5,26201,3
5,26277,1
5,30015,1
5,30209,4
5,30496,2
5,30983,1
5,33739,5
5,36839,2
6,2828,2
6,3269,6
6,3462,2
6,3491,2
6,4134,24
6,4766,2
6,4812,1
6,4837,1
6,8560,1
6,9318,2
6,9808,1
6,18118,3
6,20115,2
6,21844,6
6,26277,2
6,30015,1
6,30983,1
7,2152,1
7,2828,2
7,4766,2
7,4814,1
7,7132,1
7,8070,1
7,8075,2
7,10077,4
7,14985,2
7,18924,48
7,21844,2
8,70,30
8,81,4
8,137,1
8,209,6
8,271,5
8,559,3
8,680,3
8,1668,10
8,2152,34
8,2828,1
8,3356,2
8,3527,7
8,3561,6
8,4134,266
8,4266,6
8,4766,1
8,4814,1
8,5662,27
8,6140,6
8,6364,5
8,6629,5
8,7018,28
8,7132,1
8,8001,6
8,8070,5
8,8075,14
8,8560,27
8,8689,2524
8,10077,1
8,10913,12
8,11486,9
8,11736,5
8,12168,50
8,12222,7
8,12552,6
8,13827,5
8,13890,6
8,14116,3
8,14985,1
8,15169,672
8,15247,1
8,15395,1
8,16807,1
8,17374,7
8,21844,1
8,22205,6
8,22822,12
8,22982,6
8,23342,2
8,26367,849
8,26496,27
8,27357,2
8,29720,2
8,30217,10
8,30687,1
8,32878,3
8,33554,6
9,3561,2
9,8070,3
0,8,2
0,209,1
0,701,3
0,3243,1
0,3257,1
0,3340,1
0,3561,38
0,3671,19
0,4134,2
0,4230,1
0,4766,3
0,4780,2
0,4837,3
0,5462,1
0,6198,1
0,6432,1
0,6724,1
0,6739,1
0,6746,3
0,6939,1
0,7132,2
0,8151,2
0,8376,1
0,8881,1
0,9318,1
0,9370,366
0,9498,1
0,10834,1
0,12131,1
0,12876,1
0,13462,26
0,13867,1
0,14280,1
0,15083,1
0,17012,1
0,17968,1
0,18812,1
0,18942,1
0,19262,4
0,19548,1
0,21502,1
0,22291,6
0,22909,1
0,25369,323
0,27699,3
0,30099,1
0,30983,17
0,31976,7
0,33287,1
0,33379,1
0,33489,1
1,8,1
1,680,1
1,1916,13
1,2828,2
1,2897,2
1,3257,1
1,3265,581
1,3269,2
1,3340,1
1,3356,1
1,3462,13
1,3561,8
1,4134,1
1,4713,3
1,4766,5
1,4812,1
1,4837,14
1,5408,2
1,6461,18
1,6746,1
1,8342,11
1,8376,1
1,8708,3
1,8881,1
1,9121,1
1,9304,2
1,9370,366
1,9457,2
1,9808,1
1,10704,1
1,12302,28
1,12322,2
1,12880,2
1,13767,1
1,14117,1
1,14280,1
1,14778,6
1,14780,1
1,15169,4
1,17697,2
1,17712,3
1,18812,1
1,19262,1
1,22773,1
1,23248,2
1,25369,323
1,27699,2
1,30315,1
1,30983,39
1,33287,3
1,33438,1
1,34320,2
2,59,1
2,81,3
2,209,51
2,1312,99
2,3257,1
2,3340,1
2,3561,10
2,4134,1
2,4230,1
2,4323,8
2,4766,1
2,4837,1
2,5650,127
2,6366,1
2,6461,1
2,6478,10
2,7018,288
2,7132,3
2,7377,93
2,7847,8
2,8001,1
2,8881,1
2,9370,193
2,11414,3
2,11686,2
2,11939,56
2,12182,52
2,14280,1
2,15169,22
2,18812,1
2,19918,129
2,25369,323
2,27699,2
2,29863,16
2,30099,8
2,30983,280
2,33260,20
2,33322,2
2,33650,38
3,8,2
3,3257,1
3,3269,1
3,3340,2
3,3491,2
3,4134,1
3,4766,6
3,4812,1
3,4837,13
3,5408,1
3,6746,1
3,9370,2
3,9457,1
3,9808,1
3,14117,1
3,14280,1
3,18118,1
3,18812,1
3,25369,2
3,27699,1
3,30983,2
3,33287,1
4,8,1
4,3257,1
4,3340,1
4,4134,1
4,4230,1
4,4766,1
4,4837,3
4,9370,317
4,14117,1
4,14280,1
4,14778,12
4,18812,1
4,22855,30
4,25369,323
4,30983,452
4,31976,84
4,33287,3
5,8,2
5,2152,2
5,3257,1
5,3269,2
5,3340,1
5,3491,2
5,3561,3
5,4134,2
5,4230,1
5,4766,6
5,4812,2
5,4837,15
5,5408,2
5,6746,1
5,7132,3
5,8070,5
5,8075,6
5,9370,2
5,9457,2
5,13867,2
5,14117,2
5,14280,1
5,18812,1
5,25369,1
5,27699,1
5,30983,1
6,8,2
6,3257,1
6,3269,1
6,3340,1
6,3491,2
6,4134,1
6,4230,1
6,4766,3
6,4812,1
6,4837,13
6,5408,2
6,6746,1
6,9370,2
6,9457,2
6,9803,2
6,9808,1
6,14280,1
6,18812,1
6,25369,4
6,27699,1
6,30983,2
6,33287,2
7,109,3
7,2152,1
7,4134,2
7,5408,2
7,7132,2
7,8070,3
7,8075,2
7,9457,2
7,18924,48
8,109,3
8,225,1
8,1668,4
8,1742,3
8,2497,3
8,3561,4
8,3701,4
8,4134,2
8,5408,1
8,5662,11
8,7018,56
8,7132,1
8,7324,1
8,8069,9
8,8075,7
8,9431,3
8,9457,1
8,10204,5
8,10950,3
8,11022,3
8,11486,4
8,11499,3
8,15169,460
8,26496,1
8,29863,2014
8,30217,12
8,32878,2
9,25,2
9,174,3
9,209,8
9,714,25
9,1239,3
9,1668,50
9,2044,1
9,2140,49
9,2152,90
9,2828,11
9,2914,322
9,3356,33
9,3561,141
9,3595,1
9,4182,78
9,4265,23
9,4513,1
9,5662,165
9,6432,90
9,6939,6
9,7091,1
9,7151,2
9,7224,10
9,7349,14
9,7743,27
9,8070,3
9,8075,5
9,8176,2
9,8182,5
9,10442,37
9,10763,9
9,10794,78
9,11040,3
9,11266,91
9,11303,21
9,11486,18
9,11563,3
9,11922,1
9,11944,10
9,12111,10
9,12168,32
9,12179,4
9,12182,19
9,12222,55
9,13322,2
9,13323,14
9,13650,15
9,13756,23
9,14912,2
9,15169,902
9,15334,3
9,16509,23
9,16807,9
9,17225,30
9,17231,4
9,19296,11
9,21792,6
9,22205,1
9,22277,2
9,22903,2
9,25751,2
9,26062,8
9,29854,6
9,30209,2
9,31883,3
9,33694,2
9,36839,1
9,36856,2
0,701,2
0,1239,1
0,1955,1
0,2152,1
0,3215,2
0,3249,1
0,3269,1
0,3561,19
0,3595,1
0,3671,17
0,4134,2
0,4780,3
0,6140,1
0,6400,1
0,6432,1
0,6461,1
0,6702,1
0,6724,1
0,6746,3
0,6855,1
0,6939,1
0,6993,2
0,7738,2
0,8404,1
0,8551,1
0,9121,4
0,9829,1
0,11486,1
0,12479,1
0,12620,1
0,13462,23
0,14480,1
0,14912,1
0,15334,1
0,15395,1
0,16735,1
0,17771,22
0,17964,4
0,18712,1
0,19262,1
0,19296,1
0,20231,1
0,21687,1
0,22653,13
0,23500,1
0,26592,3
0,27229,1
0,30373,1
0,33182,1
0,33287,1
0,33379,1
0,35017,1
1,137,1
1,376,1
1,702,1
1,1739,44
1,1916,1
1,1955,1
1,3215,1
1,3265,576
1,3452,2
1,3462,12
1,3561,11
1,3595,1
1,3786,2
1,4134,17
1,4323,1
1,4538,1
1,4544,1
1,4750,1
1,4766,1
1,4812,3
1,4837,2
1,5713,5
1,6140,1
1,6461,9
1,7132,9
1,7470,4
1,8167,1
1,8342,12
1,9316,2
1,9908,2
1,10429,1
1,12859,53
1,12880,2
1,13041,1
1,13749,6
1,14778,2
1,15169,3
1,16735,1
1,17537,3
1,17676,1
1,17964,29
1,17971,1
1,19262,2
1,22653,1
1,23674,2
1,24900,1
1,26439,1
1,27699,2
1,27782,6
1,32244,1
1,33287,1
2,81,6
2,209,70
2,1312,183
2,1955,1
2,3215,1
2,3561,12
2,3595,1
2,3701,1
2,4134,1
2,5650,141
2,5713,3
2,6140,1
2,6478,11
2,7018,347
2,7132,20
2,7377,174
2,11414,20
2,11939,28
2,12182,22
2,15169,12
2,16572,8
2,19181,1
2,19918,294
2,22653,1
2,26803,1
2,29863,8
2,30099,8
2,33260,8
2,33322,1
2,33650,9
2,33651,30
2,36384,6
3,1955,1
3,3462,2
3,3595,1
3,3786,1
3,4134,2
3,4713,2
3,6140,1
3,8167,2
3,13041,2
3,16276,1
3,16735,1
3,17964,44
3,22653,1
3,24900,2
3,30858,1
4,3,1
4,81,18
4,217,1
4,1239,1
4,1955,1
4,2152,8
4,2200,1
4,2914,2
4,3215,1
4,3265,2
4,3356,2
4,3561,15
4,3595,1
4,3701,8
4,4134,1
4,4181,58
4,5650,11
4,5713,3
4,6140,1
4,6432,9
4,7132,3
4,9145,1
4,9156,2
4,11643,1
4,12222,4
4,13749,14
4,14778,5
4,15169,37
4,17964,1
4,19024,1
4,21844,3
4,22653,1
4,22753,4
4,22855,20
4,23342,5
4,25973,1
4,26085,18
4,29668,8
4,29895,10
4,31976,102
4,33287,1
4,36856,4
5,1955,2
5,2152,4
5,3462,1
5,3561,3
5,3595,2
5,3786,2
5,4134,2
5,4713,2
5,5713,1
5,6140,2
5,6867,1
5,7018,1
5,7132,1
5,8070,7
5,8075,3
5,8167,1
5,9156,1
5,13041,1
5,13867,2
5,15169,4
5,16735,1
5,17964,34
5,21844,1
5,22026,1
5,22653,2
5,22781,1
5,24900,1
5,26085,1
5,26101,2
5,26201,1
6,1955,2
6,3215,2
6,3595,1
6,3786,5
6,4134,6
6,4780,5
6,6140,1
6,13041,2
6,16735,2
6,17896,1
6,17964,44
6,22653,2
6,24900,1
6,25899,2
6,33287,1
7,109,9
7,1239,4
7,2152,3
7,3701,3
7,3786,5
7,4766,6
7,7018,3
7,7132,1
7,8070,5
7,8075,4
7,8560,1
7,9156,10
7,11944,1
7,15169,52
7,18924,48
7,20940,1
7,21844,17
7,36856,19
8,26,12
8,109,9
8,3356,1
8,3701,4
8,3786,1
8,6517,21
8,7018,5
8,7132,1
8,7859,11
8,8070,2
8,8075,2
8,9155,1
8,11486,13
8,12168,2
8,15169,353
8,28990,14
8,30687,3
8,33070,4
9,71,6
9,102,59
9,553,17
9,559,29
9,1668,5
9,2152,299
9,2911,21
9,3079,6
9,3356,51
9,3458,20
9,3561,52
9,3701,2
9,4182,23
9,4265,33
9,4436,4
9,4513,2
9,5048,170
9,5464,1
9,5539,1
9,5779,87
9,6334,6
9,6432,89
9,6461,2
9,6939,4
9,7018,97
9,7132,1
9,7260,36
9,7349,26
9,8070,4
9,8075,34
9,8121,75
9,8176,7
9,9194,3
9,10565,2
9,10763,1
9,11040,10
9,11184,31
9,11305,5
9,11486,109
9,11944,22
9,12079,4
9,12168,130
9,12179,8
9,12182,26
9,12217,7
9,12222,77
9,12651,2
9,13030,4
9,13322,4
9,13323,1
9,13756,35
9,14033,96
9,14780,200
9,14904,30
9,15169,311
9,15226,8
9,15334,4
9,16276,5
9,16509,42
9,16759,2
9,16810,3
9,17012,3
9,17225,6
9,17228,2
9,19296,16
9,19893,2
9,20183,15
9,20284,1
9,20461,41
9,21568,2
9,21844,1
9,22758,21
9,22822,4
9,25751,7
9,25897,2
9,26101,45
9,26856,34
9,29222,1
9,29816,4
9,31004,1
9,33419,3
9,33694,6
9,36088,121
9,36347,1
9,36856,2
0,209,1
0,701,4
0,2518,1
0,2828,2
0,2856,1
0,2914,1
0,3269,1
0,3356,1
0,3561,15
0,3671,19
0,4134,1
0,4230,1
0,4544,1
0,4766,1
0,4788,1
0,4837,3
0,5617,1
0,5650,1
0,6432,1
0,6724,1
0,6939,1
0,7891,1
0,8402,1
0,9829,1
0,10139,1
0,10796,1
0,10994,1
0,11776,1
0,11892,1
0,12271,1
0,13462,21
0,13867,2
0,14779,1
0,15083,1
0,15635,1
0,15802,1
0,16735,1
0,17228,1
0,17401,2
0,17621,1
0,17771,22
0,18942,2
0,19296,1
0,20115,1
0,21844,2
0,24940,1
0,26831,1
0,28753,52
0,29558,1
0,29717,3
0,31820,1
0,33227,1
0,33287,62
0,33379,1
0,35970,1
1,1239,2
1,3265,1660
1,3462,4
1,3561,11
1,4134,35
1,4266,2
1,4788,1
1,4837,30
1,5778,2
1,6405,7
1,6461,9
1,6478,1
1,7132,2
1,7497,3
1,7794,2
1,8167,2
1,8342,12
1,8522,2
1,8708,23
1,9121,2
1,9316,1
1,9318,2
1,9415,1
1,11486,2
1,12302,123
1,12859,67
1,13749,2
1,14778,10
1,14780,3
1,15169,3
1,17775,3
1,17964,1
1,18942,10
1,19548,3
1,21844,1
1,22291,1
1,22773,2
1,23248,2
1,23682,11
1,24900,2
1,24940,1
1,25897,2
1,28753,2
1,33130,2
1,33287,3
1,34320,2
1,35216,2
2,209,108
2,701,1
2,1312,109
2,3561,14
2,4323,4
2,4837,1
2,5650,215
2,6106,6
2,6128,2
2,6366,1
2,6478,13
2,7018,164
2,7132,3
2,7377,100
2,11414,7
2,19181,1
2,19918,1616
2,24940,1
2,28753,3
2,30099,4
2,33260,4
2,33650,20
2,33651,8
2,36828,9
3,1239,1
3,4134,2
3,4713,4
3,4812,1
3,4837,19
3,5778,2
3,8522,1
3,17775,1
3,18942,2
3,22773,1
3,24900,1
3,24940,1
3,28753,2
3,33130,1
3,35216,1
4,1668,62
4,3561,4
4,3701,4
4,4181,49
4,4323,1
4,4837,2
4,5686,22
4,6992,20
4,7132,16
4,8176,18
4,9156,24
4,14778,11
4,15169,6
4,17964,1
4,18942,10
4,22855,30
4,23342,4
4,24940,1
4,28753,7
4,31976,96
4,36856,47
5,1239,2
5,2152,2
5,3356,1
5,3561,1
5,4134,2
5,4837,22
5,5778,2
5,8070,4
5,8075,5
5,8522,2
5,13867,2
5,17775,2
5,18942,2
5,22773,1
5,24900,2
5,24940,1
5,28753,1
5,33130,1
5,35216,2
6,1239,4
6,4134,12
6,4837,47
6,5778,6
6,8522,2
6,17775,2
6,18942,1
6,22773,2
6,24900,2
6,24940,2
6,28753,2
6,33287,2
6,35216,7
6,36856,4
7,71,24
7,109,1
7,855,2
7,1224,1
7,1239,13
7,1889,1
7,2152,117
7,2914,2
7,3356,5
7,3561,29
7,3701,3
7,4265,4
7,4436,5
7,5778,6
7,6354,14
7,6432,29
7,7342,2
7,7859,6
7,8075,2
7,8522,2
7,9156,26
7,10532,2
7,10763,4
7,11944,15
7,12168,4
7,12179,2
7,12180,2
7,12182,26
7,12222,35
7,13471,29
7,13867,25
7,14494,12
7,14776,3
7,14779,2
7,14806,2
7,15169,215
7,16509,6
7,17233,2
7,18924,48
7,19024,1
7,19296,3
7,19647,2
7,21792,8
7,21844,49
7,23342,3
7,25751,2
7,25867,36
7,26056,11
7,26101,3
7,32313,11
7,33130,2
7,33694,6
7,35216,2
7,36856,51
8,109,1
8,209,5
8,559,3
8,786,10
8,1239,14
8,1668,4
8,2152,11
8,3356,1
8,3561,18
8,3701,4
8,4266,2
8,4565,1
8,4694,3
8,5662,11
8,5719,6
8,6140,2
8,6517,3
8,7018,14
8,7045,2
8,7065,9
8,7342,2
8,7859,13
8,8001,2
8,8070,3
8,8075,7
8,8522,1
8,10913,2
8,11051,4
8,11078,3
8,11486,4
8,11499,7
8,12222,8
8,12552,2
8,13890,2
8,15169,474
8,17374,3
8,22001,1
8,22205,2
8,22822,4
8,22982,2
8,27357,2
8,28990,12
8,30687,1
8,33130,1
8,33554,2
8,35216,1
9,209,4
9,797,153
9,1239,6
9,1668,8
9,2152,351
9,2828,4
9,2914,5
9,3313,3
9,3340,8
9,3356,24
9,3561,53
9,4265,3
9,4355,31
9,5413,2
9,5779,275
9,6432,20
9,6478,2
9,7018,12
9,7091,1
9,7132,21
9,7349,27
9,7743,21
9,7837,2
9,7859,9
9,8070,7
9,8075,92
9,8176,6
9,8220,1
9,10532,17
9,10763,5
9,10794,65
9,11440,4
9,11486,19
9,12168,10
9,12179,2
9,12182,3
9,12217,10
9,12222,29
9,12312,6
9,12363,23
9,13768,1
9,14280,1
9,14297,2
9,14443,5
9,14742,11
9,14745,3
9,14780,537
9,14904,9
9,15169,254
9,15598,12
9,16432,24
9,16509,8
9,16861,27
9,17225,4
9,17392,1
9,19024,1
9,19262,2
9,19296,9
9,19536,23
9,20183,5
9,20284,2
9,21844,7
9,22277,2
9,22883,5
9,25751,16
9,26101,94
9,27357,7
9,30099,6
9,30475,32
9,30678,8
9,31815,196
9,32244,1
9,33419,1
9,36088,246
9,36347,1
9,36839,3
9,36856,2
0,27,1
0,209,1
0,701,11
0,1239,26
0,1267,1
0,1273,1
0,2914,1
0,3352,1
0,3462,1
0,3561,28
0,3671,3
0,3741,3
0,3786,1
0,4544,1
0,4713,15
0,4755,1
0,4766,1
0,4837,107
0,5617,2
0,5739,1
0,5778,1
0,6432,2
0,6461,1
0,6724,3
0,6939,1
0,6993,2
0,8002,1
0,8113,1
0,8708,1
0,9038,1
0,11351,1
0,11426,1
0,11486,1
0,11532,1
0,13462,30
0,13749,1
0,13867,2
0,15083,4
0,16338,1
0,17896,1
0,19115,1
0,27229,1
0,27668,1
0,27699,1
0,29558,1
0,29717,3
0,30099,1
0,30496,1
0,31820,1
0,32575,2
0,33379,1
1,27,1
1,2152,1
1,3265,1368
1,3352,1
1,3462,1
1,3561,15
1,3786,1
1,3794,2
1,4134,5
1,4230,2
1,4266,2
1,4323,1
1,4814,1
1,5617,1
1,6364,2
1,6400,1
1,6405,22
1,6724,7
1,7018,4
1,7132,2
1,7332,2
1,8075,2
1,8708,3
1,11486,11
1,12302,133
1,12322,2
1,12880,1
1,13749,7
1,14398,4
1,14777,5
1,14778,2
1,15169,3
1,18566,2
1,19262,2
1,22773,1
1,23584,2
1,26780,3
1,27257,7
1,30496,1
1,32575,2
1,33651,1
1,33668,2
2,27,1
2,31,1
2,209,39
2,1239,1
2,1312,85
2,3561,7
2,3659,1
2,3786,1
2,4323,12
2,5617,1
2,5650,176
2,6128,10
2,6478,6
2,6724,1
2,7018,232
2,7132,3
2,7377,76
2,8708,1
2,11414,3
2,11939,10
2,12182,10
2,13749,1
2,15169,3
2,19918,1353
2,29863,4
2,30099,4
2,30496,1
2,32575,2
2,33260,4
2,33438,1
2,33651,3
3,27,2
3,1239,1
3,2152,1
3,3786,2
3,4713,1
3,4812,1
3,5617,2
3,6364,2
3,6724,3
3,7018,4
3,7332,1
3,8708,3
3,9318,2
3,12322,1
3,13749,2
3,17775,1
3,18566,2
3,25973,1
3,27257,2
3,30496,2
3,32575,2
4,27,1
4,1668,2
4,2152,2
4,3561,20
4,3701,2
4,3786,1
4,5617,1
4,6724,7
4,6992,2
4,7018,7
4,7132,1
4,7332,2
4,8176,4
4,8473,97
4,8642,37
4,8708,1
4,9156,25
4,13749,1
4,13768,4
4,14383,7
4,14778,6
4,14779,14
4,15169,21
4,16582,4
4,19152,2
4,19318,1
4,22855,32
4,23342,2
4,27257,3
4,30496,1
4,31167,2
4,31976,96
4,32575,2
4,33651,32
4,35315,11
4,36856,58
5,27,1
5,2152,3
5,3209,3
5,3561,1
5,3786,2
5,4812,2
5,5617,2
5,6364,2
5,6724,3
5,7018,6
5,7132,1
5,7332,2
5,8070,4
5,8075,6
5,8708,3
5,11071,1
5,12322,2
5,13749,2
5,13867,2
5,17897,1
5,18566,1
5,27257,2
5,30496,2
5,32575,2
6,27,2
6,1239,2
6,2152,2
6,3741,2
6,3786,2
6,4134,5
6,4812,2
6,5617,2
6,6364,2
6,6724,2
6,7018,4
6,7332,2
6,8708,3
6,12322,2
6,18566,2
6,27257,2
6,30496,2
6,32575,2
7,71,4
7,109,3
7,209,1
7,766,1
7,1239,32
7,1781,1
7,2152,83
7,3333,1
7,3356,13
7,3561,116
7,3614,6
7,3701,6
7,6432,21
7,8070,1
7,8075,2
7,8176,5
7,8560,4
7,8708,1
7,9156,20
7,9723,13
7,10763,1
7,10910,2
7,11351,1
7,11486,1
7,12168,8
7,12182,30
7,12222,64
7,12322,2
7,13768,5
7,14383,6
7,14806,1
7,15169,103
7,16482,4
7,16509,47
7,17225,1
7,18924,48
7,21817,2
7,21839,1
7,21844,49
7,25867,6
7,26496,5
7,29720,2
7,31800,12
7,36856,59
8,16,1
8,17,1
8,70,31
8,109,3
8,156,1
8,209,1
8,224,10
8,559,2
8,786,4
8,1668,22
8,1757,12
8,2269,2
8,3561,7
8,3701,5
8,4355,4
8,4716,3
8,5662,15
8,5686,4
8,6746,1
8,6893,1
8,7349,3
8,7859,2
8,8070,2
8,8176,4
8,8708,1
8,11995,3
8,12322,1
8,14742,12
8,15169,372
8,16237,3
8,19271,3
8,29825,1
8,30475,10
8,32575,94
9,102,167
9,111,1
9,174,3
9,209,5
9,797,8
9,1226,5
9,2152,60
9,2914,4
9,3356,2
9,3561,55
9,4182,17
9,4265,2
9,4323,9
9,4678,2
9,6432,130
9,7132,21
9,7296,2
9,7349,12
9,8070,3
9,8075,59
9,8121,1
9,11486,6
9,11643,7
9,11669,77
9,12168,4
9,12179,18
9,12182,11
9,12217,9
9,12222,16
9,13756,23
9,13890,37
9,14280,1
9,14743,2
9,15130,3
9,15169,637
9,15226,7
9,15598,6
9,17226,242
9,19306,4
9,22205,2
9,22277,2
9,22747,19
9,23816,1
9,25751,5
9,26228,2
9,26347,2
9,29720,11
9,32313,3
9,33419,5
9,33694,2
9,36856,2
0,46,1
0,209,1
0,701,3
0,1239,603
0,1901,2
0,2856,2
0,3269,1
0,3462,1
0,3495,1
0,3561,50
0,3671,6
0,3786,1
0,4732,1
0,4812,58
0,5390,1
0,6432,1
0,6461,1
0,6939,1
0,6993,2
0,7132,1
0,9304,1
0,9316,1
0,10311,1
0,11426,1
0,11427,2
0,11955,1
0,13343,1
0,13462,33
