ASN,latitude,longitude
13156,35.1495,-90.049
13184,41.8976,-87.6434
13193,35.2463,-120.673
13213,40.7608,-111.891
13237,39.662,-75.5668
13285,41.8536,-87.6183
13307,43.8958,-73.3081
13322,40.3398,-74.624
13323,38.0306,-94.0897
13326,25.7824,-80.1931
13343,39.6004,-104.891
13353,53.8941,-166.542
13367,44.8516,-93.5987
13401,37.3346,-121.893
13407,37.4146,-122.146
13409,44.0619,-123.075
13432,25.7617,-80.1918
13446,34.1742,-118.596
13462,38.9081,-77.04
13471,32.7767,-96.797
13488,37.0902,-95.7129
13513,47.6062,-122.332
13571,43.6945,-124.137
13582,42.2978,-83.6781
13593,38.627,-90.1994
13601,33.9836,-118.459
13609,47.6062,-122.332
13640,34.0552,-118.384
13649,45.4898,-122.807
13650,30.2803,-95.4656
13664,45.5051,-122.675
13671,39.011,-77.4711
13672,39.4831,-88.3728
13680,42.4222,-88.6137
13693,39.7392,-104.99
13703,40.7357,-74.1724
13733,38.9517,-92.3341
13749,35.5479,-87.552
13756,38.9417,-77.3234
13760,30.5044,-90.4612
13767,37.721,-122.391
13768,21.3091,-157.861
13789,45.4856,-122.675
13797,42.3104,-71.3886
13827,39.0438,-77.4874
13845,38.0406,-84.5037
13867,40.0187,-105.256
13884,41.5197,-94.4048
13890,33.5484,-101.865
13894,48.6095,-118.057
13911,33.9687,-84.2603
13930,47.4914,-120.353
13989,37.5617,-122.284
14000,36.0014,-78.9382
14033,32.8065,-96.7918
14051,38.5805,-121.53
14080,38.0076,-89.67
14113,29.5607,-104.372
14116,38.5778,-121.488
14117,42.7204,-84.5339
14127,47.7601,-122.205
14131,39.9322,-86.032
14134,27.437,-82.5877
14135,32.97,-96.7229
14155,39.8067,-101.042
14173,37.7768,-122.416
14242,65.451,-167.18
14265,21.3177,-158.072
14272,34.0522,-118.244
14280,30.2509,-97.8002
14291,39.6535,-77.8316
14297,41.1975,-96.2403
14299,40.7077,-111.943
14340,37.7898,-122.397
14345,38.5816,-121.494
14361,47.6062,-122.332
14366,32.819,-117.179
14383,39.0603,-77.462
14390,33.665,-117.859
14398,33.4484,-112.074
14425,45.5173,-122.676
14443,47.468,-120.333
14446,37.3382,-121.886
14480,33.493,-80.8629
14492,37.9448,-122.505
14494,37.4084,-121.954
14501,38.9521,-94.7895
14537,34.051,-118.46
14550,41.8781,-87.6298
14566,32.7767,-96.797
14571,36.7494,-95.9766
14576,37.3541,-121.955
14585,40.4406,-79.9959
14589,37.4222,-122.137
14690,41.8781,-87.6298
14711,42.2617,-88.9624
14719,40.7128,-74.006
14742,37.7796,-122.391
14743,38.0954,-122.558
14744,45.4856,-122.675
14745,48.5126,-122.613
14750,37.489,-119.968
14776,38.7189,-77.1543
14777,38.9072,-77.0369
14778,41.8823,-87.6361
14779,39.4633,-76.1204
14780,48.233,-101.292
14806,40.7585,-73.9722
14825,34.8696,-110.156
14829,40.9376,-73.8995
14833,33.8496,-118.312
14835,33.4484,-112.074
14857,37.4146,-122.146
14904,35.7796,-78.6382
14912,42.0664,-87.9373
14925,39.7392,-104.99
14938,42.4786,-83.2865
14985,33.8501,-84.3641
14992,37.7749,-122.419
15065,43.0503,-76.1504
15076,41.4993,-81.6944
15083,45.6556,-122.592
15087,40.7644,-73.9702
15104,41.885,-87.6231
15130,37.8044,-122.271
15141,39.5801,-104.882
15169,45.5051,-122.675
15171,34.3532,-89.0231
15180,37.6743,-122.386
15201,43.089,-78.6985
15216,30.2509,-97.8002
15226,37.7749,-122.419
15227,41.8781,-87.6298
15244,43.9997,-73.1685
15247,43.6118,-84.3352
15270,33.487,-112.074
15290,32.7638,-97.0844
15293,43.1636,-73.072
15305,44.8775,-117.11
15311,38.9236,-77.2277
15318,36.167,-115.286
15334,46.2483,-114.172
15389,42.2275,-71.0278
15395,40.8553,-74.338
15409,30.5788,-97.8546
15412,37.4263,-122.143
15418,39.6283,-111.44
15464,40.6953,-80.3048
15471,35.8725,-78.8564
15475,40.7128,-74.006
15496,47.597,-122.328
15497,39.534,-119.701
15500,42.0689,-87.919
15512,32.7796,-96.7989
15542,41.88,-87.6288
15557,41.1962,-84.9197
15598,26.1224,-80.1373
15623,26.3398,-81.7787
15635,40.6237,-84.2601
15641,40.7339,-74.1611
15649,37.8044,-122.271
15663,47.6176,-122.2
15670,44.9094,-107.167
15685,38.1074,-122.57
15703,42.9634,-85.6681
15706,43.1534,-77.6159
15756,39.6653,-104.861
15763,43.119,-124.408
15772,39.3935,-77.4185
15802,39.9612,-82.9988
15830,34.0522,-118.244
15833,31.1713,-84.7333
15837,37.3907,-122.032
15857,42.1897,-87.9319
15929,33.6292,-112.368
15945,32.9586,-117.096
15965,47.6391,-122.326
15974,32.7767,-96.797
16010,47.3223,-122.313
16046,41.8964,-84.0386
16086,40.5421,-74.5396
16095,44.4976,-88.1221
16124,39.0997,-94.5786
16131,32.4287,-97.7929
16150,42.4485,-96.5671
16195,33.0198,-96.7461
16206,32.7767,-96.797
16230,32.5896,-92.0669
16237,47.6045,-122.338
16243,27.9025,-82.7173
16245,39.928,-105.11
16246,40.8672,-98.003
16265,41.8781,-87.6298
16276,45.5339,-122.957
16306,36.1508,-95.9956
16322,46.3484,-94.279
16338,36.8651,-87.8353
16339,33.7486,-117.867
16399,41.8923,-88.4723
16406,37.7749,-122.419
16429,35.5175,-86.5804
16432,34.0522,-118.244
16458,58.4133,-135.737
16467,34.0515,-118.257
16482,40.1158,-83.0024
16486,41.8051,-72.2558
16509,19.6402,-155.999
16518,34.0195,-118.491
16526,47.6176,-122.2
16531,40.5458,-74.4814
16546,36.0966,-95.8401
16572,40.7637,-73.9762
16582,37.5483,-121.989
16586,41.8781,-87.6298
16629,32.7767,-96.797
16667,36.0908,-115.177
16710,32.7767,-96.797
16711,37.3382,-121.886
16713,47.0169,-124.16
16733,31.7152,-86.2641
16735,41.8781,-87.6298
16755,48.7515,-122.478
16759,36.0707,-115.16
16805,33.0303,-96.7982
16807,33.7583,-84.3487
16810,37.7823,-122.451
16811,36.3401,-94.2545
16814,38.615,-121.413
16852,32.7767,-96.797
16861,42.5172,-92.4571
16901,47.2031,-121.992
16903,29.7278,-95.3678
16904,46.8808,-96.3167
16905,33.5484,-101.865
16908,40.7128,-74.006
16912,34.2441,-118.607
16914,37.7864,-122.278
16915,44.9813,-93.2765
16919,38.9591,-77.3566
16925,38.6791,-77.2621
16929,26.2056,-80.1076
16931,40.4298,-111.894
16934,33.2571,-103.318
16936,38.8397,-77.4335
16938,42.7054,-73.8629
16940,28.5411,-81.3771
16941,32.5896,-92.0669
16942,36.9484,-81.0848
16948,40.0611,-81.0384
16950,33.0883,-96.8718
16952,32.461,-84.9877
16955,41.8781,-87.6298
16959,25.7636,-80.1891
16961,40.7357,-74.1724
16966,45.2166,-123.184
16967,47.6771,-122.094
16969,29.66,-81.675
16970,30.1271,-95.4516
16979,40.8761,-74.4281
16981,39.7808,-86.159
16986,34.0479,-118.255
16987,33.4784,-112.073
16992,62.4536,-158.008
16994,33.5812,-101.846
16996,32.755,-97.3352
16998,33.4866,-80.8534
17012,37.3768,-121.923
17015,38.5462,-106.917
17017,47.7388,-122.078
17018,37.9182,-122.51
17020,44.0521,-123.087
17024,36.8656,-87.4886
17025,36.9742,-122.028
17030,33.749,-84.388
17032,32.9028,-117.209
17033,40.0965,-75.4083
17034,37.5509,-122.292
17035,37.7749,-122.419
17043,37.3028,-121.951
17045,34.0651,-118.373
17046,40.2591,-111.676
17048,33.9263,-118.394
17049,36.1236,-96.358
17051,41.0508,-73.5376
17052,44.5595,-123.275
17053,38.8851,-76.8503
17054,33.4126,-112.014
17055,33.6129,-111.915
17056,40.6485,-74.6417
17058,33.9548,-84.1986
17059,64.8366,-147.708
17060,30.1899,-82.6434
17062,30.2672,-97.7431
17064,28.8115,-96.9906
17068,40.791,-82.9501
17076,40.7525,-73.9783
17077,34.005,-84.597
17078,40.7617,-73.9743
17080,37.4013,-121.897
17082,25.795,-80.1335
17088,41.8781,-87.6298
17092,32.4718,-99.7326
17093,29.7604,-95.3698
17095,38.8397,-77.4335
17096,29.4241,-98.4936
17098,35.0844,-106.65
17099,32.5896,-92.0669
17110,39.0459,-94.5874
17116,40.7696,-74.0204
17117,37.5214,-121.994
17119,25.6494,-80.3398
17123,35.9742,-83.9174
17125,42.1292,-80.0851
17129,48.5126,-122.613
17131,40.7831,-73.9713
17133,47.5822,-122.137
17134,33.2147,-92.6623
17135,39.3301,-82.1078
17137,41.0174,-95.4017
17139,34.0186,-118.489
17142,34.0175,-84.1861
17143,41.8781,-87.6298
17144,39.9686,-83.0267
17145,33.8053,-84.1455
17147,41.5058,-81.6891
17150,40.7608,-111.891
17151,36.1699,-115.14
17155,34.0583,-118.444
17164,45.5754,-94.1692
17166,33.9632,-84.213
17167,39.7957,-89.7042
17175,42.3006,-122.85
17177,41.272,-77.1025
17178,33.5521,-86.6627
17184,47.6143,-122.339
17185,38.8321,-104.824
17189,40.7559,-73.9701
17192,41.0712,-81.5263
17200,38.7111,-90.6788
17202,26.4636,-81.776
17204,42.3649,-71.0889
17206,65.451,-167.18
17209,45.5051,-122.675
17210,42.3473,-71.0783
17211,39.1064,-90.3242
17216,33.0131,-96.6921
17219,44.7339,-93.2155
17222,36.1699,-115.14
17223,37.7913,-122.393
17224,41.7994,-88.2232
17225,37.5385,-122.257
17226,32.7767,-96.797
17227,44.8947,-123.006
17228,47.6075,-122.338
17229,33.7161,-117.788
17230,29.6909,-95.2528
17231,47.6394,-122.128
17232,33.6653,-117.755
17233,39.5835,-104.863
17234,37.3928,-122.04
17235,41.0289,-81.5674
17237,33.4484,-112.074
17243,40.0177,-105.28
17252,34.0751,-118.391
17253,32.2842,-90.2049
17267,31.4638,-100.437
17271,44.9742,-93.2676
17274,43.0389,-87.9065
17276,40.1399,-75.4463
17278,40.9266,-73.786
17281,40.7831,-73.9713
17286,37.9526,-91.7854
17291,29.6412,-98.5169
17293,28.9672,-98.4786
17305,29.5625,-98.6001
17306,43.4918,-116.42
17307,37.3382,-121.886
17310,47.6101,-122.202
17313,34.1083,-117.29
17314,35.7753,-78.638
17317,40.7775,-74.0758
17319,32.7767,-96.797
17320,35.8323,-78.622
17321,30.1701,-92.0597
17322,30.2541,-81.5453
17338,38.9363,-94.7919
17348,27.9004,-82.7144
17349,37.2415,-121.783
17352,40.6749,-75.3781
17355,44.9747,-93.5185
17356,43.3462,-72.9954
17357,40.759,-73.9697
17358,34.0477,-118.259
17359,40.7128,-74.006
17361,43.1797,-87.972
17362,40.7687,-111.886
17365,36.77,-119.72
17367,42.3601,-71.0589
17373,37.6646,-77.545
17374,47.6062,-122.332
17378,47.6289,-122.346
17379,45.4077,-122.554
17380,42.5522,-114.465
17381,37.8062,-122.425
17385,44.3036,-120.843
17387,32.6007,-85.5073
17388,42.8841,-78.8754
17392,34.0522,-118.244
17394,37.4149,-122.01
17396,38.0406,-84.5037
17397,34.1466,-118.807
17401,47.979,-122.202
17402,46.7296,-94.6859
17403,37.3973,-121.897
17405,43.0335,-88.1408
17406,33.6663,-112.064
17429,37.5573,-121.98
17430,40.5458,-74.4814
17431,28.7991,-96.4606
17439,39.7392,-104.99
17443,33.3659,-111.815
17444,38.6947,-90.4323
17447,33.4484,-112.074
17455,38.6435,-121.148
17464,34.0283,-118.03
17465,32.3504,-108.709
17466,32.7767,-96.797
17477,37.7749,-122.419
17488,37.6882,-97.3325
17501,32.7767,-96.797
17506,41.8781,-87.6298
17537,39.0438,-77.4874
17547,41.9116,-88.3132
17557,28.5384,-81.3789
17563,33.9343,-84.3522
17608,36.045,-89.4085
17620,32.7767,-96.797
17621,34.0522,-118.244
17622,37.7323,-87.1367
17633,39.7392,-104.99
17638,33.8975,-84.4646
17639,34.0479,-118.255
17672,35.2271,-80.8431
17675,34.0209,-118.453
17676,37.3382,-121.886
17686,37.4419,-122.143
17697,37.6393,-120.997
17709,39.1596,-77.2279
17712,36.1699,-115.14
17716,38.8339,-104.821
17771,39.8472,-75.7093
17773,40.2863,-76.8895
17775,34.1446,-118.392
17785,40.7824,-74.0711
17787,41.2565,-95.9345
17799,32.7538,-97.3314
17813,41.4276,-85.7523
17816,32.8361,-97.3167
17820,44.9769,-93.2708
17826,40.1414,-75.4473
17839,35.6364,-87.0117
17841,33.6846,-117.827
17850,37.7304,-122.384
17854,38.9542,-77.4007
17858,34.0522,-118.244
17870,39.7392,-104.99
17877,40.836,-74.0466
17881,38.1231,-89.7018
17882,61.1378,-149.837
17883,40.7895,-74.0565
17896,33.5484,-101.865
17897,44.8925,-94.3693
17903,37.3382,-121.886
17916,34.0522,-118.244
17941,34.0522,-118.244
17964,37.3382,-121.886
17968,39.9592,-83.1093
17971,32.765,-97.0805
17974,45.584,-122.728
17978,33.749,-84.388
18044,32.4569,-99.9302
18101,40.1279,-75.4319
18118,43.1771,-124.188
18119,26.6618,-80.2684
18159,38.6287,-90.2265
18177,40.3508,-75.9707
18182,40.7773,-74.0696
18229,40.7128,-74.006
18245,35.21,-101.837
18260,41.6032,-83.6717
18264,41.366,-85.0542
18267,36.1588,-95.9886
18302,38.9017,-77.0403
18310,42.0104,-87.8902
18313,41.7045,-111.859
18403,45.0627,-93.1508
18433,39.9612,-82.9988
18434,34.7872,-92.3969
18435,36.638,-95.1547
18440,25.7617,-80.1918
18444,33.7645,-118.191
18447,35.5942,-105.223
18450,34.0479,-118.256
18452,31.7619,-106.485
18458,40.8624,-73.8773
18459,25.7878,-80.3546
18462,34.4235,-119.706
18463,41.4993,-81.6944
18464,42.326,-122.872
18465,33.749,-84.388
18467,45.5155,-122.679
18470,40.208,-75.658
18474,35.484,-89.7251
18480,32.8971,-96.983
18484,34.0522,-118.244
18485,37.3382,-121.886
18486,33.749,-84.388
18489,47.6062,-122.332
18490,32.7767,-96.797
18491,42.0258,-88.0326
18494,41.8533,-103.661
18501,37.8735,-122.457
18516,45.1473,-122.577
18518,34.0582,-118.415
18519,41.0077,-91.163
18524,35.1014,-89.8497
18526,36.066,-115.138
18530,47.6062,-122.332
18531,38.8248,-123.573
18539,39.6525,-84.2794
18540,40.3086,-75.8677
18543,40.7629,-73.9826
18544,37.7704,-122.389
18549,40.758,-73.9708
18557,36.1699,-115.14
18562,28.758,-81.8778
18563,38.8556,-77.3377
18564,40.7128,-74.006
18565,39.4993,-98.3082
18566,34.0522,-118.244
18567,33.1032,-96.6705
18568,26.3817,-80.084
18569,35.7796,-78.6382
18570,37.3382,-121.886
18573,32.7767,-96.797
18585,42.6911,-73.8333
18586,32.7767,-96.797
18588,42.197,-122.715
18590,32.9126,-96.6389
18593,40.5825,-74.2447
18594,40.7128,-74.006
18595,41.0364,-83.6603
18596,38.9314,-89.839
18597,37.7846,-122.399
18598,47.6045,-122.338
18601,39.9701,-83.0001
18608,39.0438,-77.4874
18610,37.4211,-122.212
18615,39.1889,-86.1621
18616,40.84,-74.103
18618,33.1668,-101.794
18624,32.5896,-92.0669
18629,44.9778,-93.265
18632,38.4134,-120.659
18633,42.2836,-71.5733
18636,37.3835,-122.003
18641,41.7681,-88.2214
18643,27.9407,-82.4553
18645,31.0709,-97.4665
18646,34.098,-118.333
18647,47.4306,-122.23
18649,37.3835,-122.003
18651,37.5118,-120.839
18659,30.3322,-81.6556
18661,45.5051,-122.675
18662,33.8329,-84.1514
18669,32.5896,-92.0669
18670,39.015,-77.4586
18671,41.8781,-87.6298
18672,34.229,-118.501
18674,29.4263,-98.4941
18675,41.8781,-87.6298
18683,43.1281,-87.9414
18684,42.3601,-71.0589
18687,34.1975,-119.177
18689,32.8603,-96.9301
18690,29.7534,-95.3657
18692,38.7658,-77.4814
18696,28.812,-81.2706
18698,40.7128,-74.006
18704,41.8302,-88.0313
18705,37.39,-122.039
18712,38.9659,-94.9869
18713,37.3541,-121.955
18717,41.8781,-87.6298
18718,33.749,-84.388
18720,33.861,-117.845
18724,42.1834,-71.1035
18725,37.7749,-122.419
18728,40.909,-74.0338
18729,42.3601,-71.0589
18731,33.6506,-117.748
18741,38.0051,-122.541
18743,41.662,-86.1586
18744,39.084,-77.1528
18746,42.9421,-78.8739
18747,25.7617,-80.1918
18754,40.7247,-73.9971
18756,40.2879,-76.8787
18776,42.4327,-83.4255
18777,29.8881,-97.9385
18778,44.9767,-93.268
18779,44.9483,-122.985
18780,39.7392,-104.99
18784,41.8398,-87.9536
18787,47.6062,-122.332
18791,32.7178,-97.3609
18792,33.8677,-84.4645
18794,41.0816,-74.1754
18795,34.1008,-117.774
18798,34.0668,-118.412
18809,32.7767,-96.797
18812,35.0456,-85.3097
18820,42.9289,-88.8371
18821,33.8522,-112.258
18824,33.5481,-101.8
18826,32.5896,-92.0669
18829,38.9072,-77.0369
18832,26.4076,-80.0977
18833,32.9,-117.206
18834,32.4956,-94.7409
18842,39.8598,-75.3336
18848,39.9209,-105.144
18851,38.9254,-77.2053
18859,29.4241,-98.4936
18860,41.8781,-87.6298
18862,42.0002,-71.4654
18863,37.7624,-122.397
18865,37.3541,-121.955
18866,47.6062,-122.332
18867,33.0202,-96.9819
18872,37.383,-121.975
18876,35.0479,-85.2983
18881,33.9751,-118.426
18883,43.3247,-95.15
18888,45.5051,-122.675
18889,32.5303,-92.6655
18891,40.4518,-80.0059
18892,37.2401,-90.9682
18893,40.7276,-73.9936
18896,30.6927,-88.0414
18897,47.6062,-122.332
18898,45.4337,-122.762
18899,32.5896,-92.0669
18902,33.749,-84.388
18906,28.5384,-81.3789
18911,40.7831,-73.9713
18914,33.9242,-118.431
18919,33.9598,-118.447
18923,32.8638,-97.1775
18924,30.2466,-97.7745
18929,38.8805,-77.1129
18934,35.9606,-83.9207
18935,33.5868,-79.0136
18937,33.5735,-117.73
18938,41.8781,-87.6298
18942,47.6101,-122.202
18943,36.3354,-92.3813
18948,40.7128,-74.006
18957,34.0903,-118.605
18960,40.5209,-74.3238
18961,31.1463,-97.3794
18965,41.8783,-87.6415
18966,33.43,-111.954
18972,40.7146,-74.0169
18974,35.2271,-80.8431
18977,48.5768,-96.5198
18978,34.0522,-118.244
18980,44.0869,-123.031
19001,37.7749,-122.419
19005,34.0477,-118.259
19006,35.8216,-88.9075
19009,38.6283,-90.3355
19013,33.749,-84.388
19015,42.4966,-83.4101
19021,36.154,-95.9928
19024,37.5122,-122.201
19029,35.9251,-86.8689
19031,42.8853,-85.5497
19036,38.9586,-77.357
19041,30.2067,-97.7505
19043,40.7608,-111.891
19045,40.38,-111.972
19047,47.6229,-122.337
19054,40.7713,-73.9259
19057,32.6765,-114.591
19058,39.6298,-90.4562
19067,39.7392,-104.99
19074,29.562,-95.7586
19082,27.9477,-82.4591
19087,32.8973,-117.189
19091,38.9072,-77.0369
19092,46.1318,-122.904
19094,34.0522,-118.244
19095,40.7461,-73.9923
19096,40.5428,-75.3763
19098,41.8781,-87.6298
19102,44.8669,-93.143
19103,47.7657,-122.184
19107,41.8536,-87.6183
19108,61.2162,-149.767
19111,38.9072,-77.0369
19112,41.8781,-87.6298
19115,35.3733,-119.019
19116,47.6143,-122.339
19119,28.5927,-81.3467
19123,40.0102,-82.9162
19131,42.4889,-83.4316
19133,32.7767,-96.797
19137,32.7767,-96.797
19140,40.1302,-75.2742
19148,33.4484,-112.074
19149,41.5222,-90.5783
19151,43.0326,-87.9056
19152,37.5274,-122.261
19156,35.1125,-107.883
19157,39.6029,-104.889
19161,35.2271,-80.8431
19162,41.8973,-87.633
19169,39.2314,-77.2789
19170,37.3404,-91.846
19172,41.5866,-93.6245
19181,40.7116,-73.3651
19188,37.3541,-121.955
19189,37.3382,-121.886
19191,44.282,-88.5091
19194,47.6062,-122.332
19197,41.5236,-90.5776
19200,43.2332,-86.176
19201,31.796,-95.1502
19208,45.1703,-93.1565
19209,35.8545,-78.597
19210,47.6062,-122.332
19211,38.627,-90.1994
19212,34.5059,-82.0286
19214,37.7749,-122.419
19215,35.1495,-90.049
19216,33.749,-84.388
19218,33.4484,-112.074
19222,34.0413,-118.47
19223,40.7128,-74.006
19224,42.6743,-83.2399
19229,41.8274,-88.0242
19231,40.7128,-74.006
19233,21.3357,-157.918
19234,37.781,-122.41
19237,33.4255,-111.94
19240,33.696,-117.925
19241,36.161,-86.6901
19244,25.7824,-80.1931
19245,41.0495,-123.678
19246,25.7617,-80.1918
19248,33.6745,-117.908
19250,30.2059,-97.6979
19251,40.4342,-79.9703
19256,36.1699,-115.14
19257,33.9803,-118.438
19261,40.4653,-79.9467
19262,42.2953,-71.2145
19271,33.7592,-118.007
19275,25.6886,-80.3555
19288,28.5406,-81.3853
19290,35.6508,-117.662
19292,39.0126,-95.6875
19296,39.0438,-77.4874
19299,41.9414,-89.033
19306,36.1699,-115.14
19307,32.3784,-86.303
19309,40.7128,-74.006
19310,42.9134,-85.7053
19312,37.9262,-122.054
19316,38.9072,-77.0369
19318,45.5099,-122.883
19323,42.1485,-72.5895
19324,45.5051,-122.675
19331,35.6861,-85.7746
19332,33.8414,-118.117
19337,40.0581,-105.28
19347,41.8863,-87.6351
19353,41.879,-87.6415
19355,33.8501,-84.3641
19356,33.4484,-112.074
19357,40.1704,-78.4022
19359,42.3555,-71.053
19360,38.0501,-85.5458
19364,43.8408,-70.4453
19367,32.7872,-96.7942
19373,40.1645,-105.101
19381,32.2226,-110.975
19389,42.7847,-73.9998
19390,43.4783,-110.761
19393,35.9602,-115.149
19397,42.497,-83.3727
19403,39.1155,-94.6268
19404,38.5816,-121.494
19405,36.8977,-76.1866
19406,33.349,-96.5486
19407,35.4746,-81.246
19409,38.9696,-77.3861
19412,30.6754,-88.1454
19415,46.2944,-93.8269
19417,42.9867,-71.4101
19424,41.8776,-87.6387
19427,40.7834,-74.0647
19429,40.5545,-74.4569
19434,33.9124,-84.459
19435,33.7555,-84.3915
19437,37.6416,-122.422
19439,38.9072,-77.0369
19443,42.3013,-71.219
19444,32.7649,-97.0428
19449,40.6503,-74.5832
19452,34.0529,-118.252
19453,37.7749,-122.419
19460,43.0469,-77.467
19462,42.0539,-87.871
19463,41.5901,-71.4042
19466,34.0522,-118.244
19473,32.397,-97.3267
19478,38.9085,-77.22
19480,41.85,-87.65
19483,28.5427,-81.3523
19503,40.7831,-73.9713
19504,39.2091,-96.3061
19514,34.0522,-118.244
19517,39.1605,-78.1866
19518,48.5322,-123.018
19521,35.6598,-105.949
19524,42.648,-83.2146
19526,40.7292,-99.0697
19527,37.422,-122.084
19528,47.4942,-122.294
19529,37.7787,-122.421
19531,34.0522,-118.244
19535,40.6355,-111.806
19536,39.0438,-77.4874
19543,42.3601,-71.0589
19545,33.749,-84.388
19546,37.3382,-121.886
19548,33.5939,-112.303
19551,37.5378,-122.255
19554,32.7767,-96.797
19570,29.548,-98.2911
19571,33.4484,-112.074
19575,39.7481,-75.548
19578,39.9475,-75.5814
19584,34.0479,-118.255
19587,41.049,-73.5435
19588,34.1637,-118.303
19589,28.8614,-81.9065
19592,26.4186,-80.0941
19593,34.8554,-82.3997
19596,38.917,-77.024
19599,42.3736,-71.1097
19600,39.1031,-84.512
19601,40.7605,-73.9733
19602,40.7128,-74.006
19604,41.2553,-82.6114
19605,47.6138,-111.981
19606,46.3527,-94.202
19616,40.9925,-80.6441
19622,37.4989,-122.218
19623,38.9802,-77.4435
19624,40.7034,-74.0127
19625,40.064,-88.2451
19627,41.5058,-75.4133
19628,41.5868,-93.625
19629,44.8664,-93.3525
19635,34.6502,-80.389
19642,40.8154,-74.3042
19643,39.0438,-77.4874
19647,37.4146,-122.146
19653,42.2198,-85.7841
19658,26.1013,-80.1395
19659,30.4592,-97.8227
19663,38.7528,-90.4431
19668,38.9845,-77.4239
19670,40.815,-73.2517
19674,40.0909,-75.2144
19679,37.781,-122.393
19681,30.2244,-97.7625
19684,33.2098,-87.5692
19685,39.7392,-104.99
19689,40.9429,-74.1642
19692,37.6439,-84.7733
19697,36.154,-95.9928
19701,37.5373,-122.255
19704,44.456,-73.2179
19706,38.9694,-76.9517
19709,38.0359,-78.4842
19710,37.7749,-122.419
19712,42.5847,-71.3131
19714,41.3774,-71.8309
19716,33.5212,-101.902
19717,45.5982,-122.486
19720,40.76,-73.5044
19724,41.2459,-75.8813
19725,29.7604,-95.3698
19730,34.0483,-118.255
19734,29.9489,-90.0701
19740,47.6477,-122.13
19742,34.8526,-82.394
19745,37.7749,-122.419
19746,39.1231,-93.1969
19749,40.4417,-79.9995
19750,37.4449,-122.164
19751,39.5237,-87.125
19754,32.7767,-96.797
19759,34.0675,-118.396
19762,41.8758,-88.249
19766,42.4909,-76.2972
19768,33.8071,-118.145
19772,40.9183,-74.0727
19773,39.8824,-105.077
19775,42.2252,-71.1703
19783,38.2253,-85.5635
19784,33.0198,-96.7461
19786,40.7465,-74.0014
19787,40.7631,-73.9791
19800,47.6775,-117.387
19803,40.7895,-74.0565
19804,42.0258,-88.0326
19808,25.7617,-80.1918
19809,39.0438,-77.4874
19810,39.6122,-104.899
19812,41.8781,-87.6298
19817,41.8445,-71.4575
19819,39.7307,-104.99
19826,41.8781,-87.6298
19829,33.6499,-117.747
19830,34.9012,-85.1285
19831,40.5818,-111.888
19841,35.1859,-86.1122
19842,29.7604,-95.3698
19843,37.7881,-122.399
19844,43.0595,-88.0694
19853,39.7532,-75.5294
19855,39.4177,-123.354
19858,37.3387,-121.885
19860,41.7967,-88.2428
19862,40.9678,-72.1692
19864,38.272,-122.664
19871,37.7901,-122.401
19872,32.8857,-85.1613
19875,45.5051,-122.675
19881,32.249,-109.823
19885,39.1939,-96.0699
19888,40.7357,-74.1724
19893,37.7545,-122.508
19901,44.0521,-123.087
19902,39.4108,-84.494
19904,46.1385,-122.938
19905,39.0438,-77.4874
19909,34.0522,-118.244
19911,37.3382,-121.886
19913,32.6908,-115.492
19914,39.0973,-94.5799
19916,44.3836,-89.8173
19917,41.457,-72.8231
19918,34.0218,-81.2578
19920,39.0438,-77.4874
19926,40.6609,-73.9201
19927,29.7858,-95.8245
19930,41.8781,-87.6298
19931,34.0578,-118.446
19934,32.8954,-117.201
19936,37.3882,-121.888
19939,45.3096,-122.554
19940,42.8878,-78.8632
19941,41.8997,-87.8095
19945,41.3082,-72.7517
19949,41.8781,-87.6298
19950,40.7279,-74.0351
19951,36.0007,-78.9041
19955,38.9251,-94.775
19957,35.1495,-90.049
19961,40.7922,-73.4639
19963,41.3859,-74.3541
19969,41.4925,-99.9018
19970,40.7263,-74.0337
19982,25.7926,-80.3812
19984,32.8003,-96.8195
19987,38.5747,-121.498
19991,41.0834,-81.5186
19994,38.1074,-122.57
19995,38.7674,-77.1626
19998,33.8616,-118.156
19999,42.8156,-73.9306
20001,21.9286,-159.53
20003,40.2023,-76.9608
20005,40.8659,-96.7203
20007,33.416,-112.009
20009,41.0256,-81.7299
20013,33.616,-111.894
20014,45.5261,-102.466
20018,36.5805,-114.47
20019,40.3908,-74.2212
20020,31.4447,-100.476
20021,38.2574,-122.641
20027,41.9444,-71.1224
20028,34.7588,-83.0732
20029,39.7392,-104.99
20034,41.26,-95.9379
20035,29.5291,-98.2727
20040,39.1018,-84.5059
20042,33.6357,-96.6089
20053,39.9597,-75.1616
20055,43.3543,-124.313
20057,37.6393,-120.997
20066,37.7749,-122.419
20067,38.728,-85.0761
20068,32.7999,-96.7945
20072,39.015,-77.4586
20075,38.907,-77.0423
20077,33.4484,-112.074
20078,40.7578,-73.9743
20079,28.5384,-81.3789
20080,25.7617,-80.1918
20081,33.749,-84.388
20084,35.9399,-79.0169
20087,33.173,-96.7336
20088,39.4426,-77.5393
20091,36.6907,-79.8747
20096,37.4146,-122.146
20098,33.3679,-86.7891
20102,35.6116,-97.5877
20103,41.2565,-95.9345
20115,57.54,-153.979
20120,26.2031,-80.2938
20124,40.7128,-74.006
20127,42.1711,-87.8445
20128,32.9121,-96.7386
20129,40.7604,-73.9808
