ASN,latitude,longitude
20130,41.8775,-87.6272
20133,40.1018,-82.9457
20134,39.7551,-75.6263
20135,32.7157,-117.161
20138,39.1638,-119.767
20141,33.7777,-84.4211
20145,26.5995,-81.8406
20149,39.9526,-75.1652
20159,34.0522,-118.244
20161,30.3862,-97.7102
20172,39.1031,-84.512
20181,38.9072,-77.0369
20183,32.8003,-96.8195
20193,39.9626,-86.1182
20194,33.0394,-96.8313
20202,34.1121,-118.367
20203,39.4326,-87.4192
20205,41.4506,-83.4874
20210,35.8545,-78.597
20213,40.3056,-88.0211
20214,27.0442,-82.2359
20217,28.5383,-81.3792
20220,35.6514,-117.677
20222,33.749,-84.388
20224,45.5051,-122.675
20228,35.2981,-111.006
20230,41.0462,-73.5684
20231,39.0997,-94.5786
20236,35.0845,-106.649
20238,41.5223,-81.3379
20240,34.0522,-118.244
20242,36.1132,-86.6923
20248,37.3239,-121.995
20251,30.2508,-97.8618
20255,39.9356,-91.4099
20257,33.8332,-80.4143
20258,40.4406,-79.9959
20262,44.4544,-73.1433
20264,34.0475,-118.257
20265,40.1161,-88.2457
20269,32.0146,-110.699
20270,41.44,-88.6488
20273,42.2811,-94.2882
20276,37.4529,-122.244
20277,41.6027,-93.5042
20278,55.3534,-131.685
20282,40.8283,-74.0443
20283,46.3621,-94.2064
20284,47.6062,-122.332
20293,39.7505,-105.003
20298,42.7258,-92.4755
20299,25.7617,-80.1918
20303,33.8336,-111.939
20304,39.06,-77.4621
20308,40.4311,-104.796
20310,42.0901,-87.8471
20315,42.3408,-88.441
20318,42.8864,-78.8784
20326,34.0653,-118.244
20329,35.4598,-94.7897
20331,28.5751,-81.1956
20332,39.1459,-78.19
20334,39.7392,-104.99
20340,37.793,-122.4
20347,45.5051,-122.675
20351,38.2342,-85.7138
20353,42.3493,-71.0751
20355,30.4515,-91.1871
20356,39.7392,-104.99
20358,40.7784,-73.9676
20359,42.6232,-75.3307
20364,41.8442,-76.7769
20367,28.2498,-81.2838
20368,39.764,-86.1644
20378,33.4484,-112.074
20380,37.6564,-77.578
20381,37.3382,-121.886
20385,47.6062,-122.332
20388,26.0304,-80.3577
20389,34.1425,-118.255
20392,41.844,-79.1456
20394,47.2357,-122.55
20396,34.0522,-118.244
20398,28.0102,-82.5263
20401,47.5059,-94.908
20408,30.2715,-97.7426
20411,40.7128,-74.006
20412,39.6318,-104.896
20419,33.7461,-117.819
20426,33.7422,-84.5964
20427,38.8133,-77.0444
20428,39.7445,-104.986
20429,34.1558,-118.796
20430,39.199,-84.3851
20432,34.3665,-89.5192
20436,35.9752,-94.3203
20442,40.7831,-73.9713
20446,32.7913,-96.8036
20450,30.1465,-92.0372
20452,40.5458,-74.4814
20454,61.1925,-149.847
20460,32.7157,-117.161
20461,43.8293,-83.2706
20465,37.4505,-122.115
20468,39.1582,-75.5244
20472,27.4989,-82.5748
20473,37.7749,-122.419
20474,45.5051,-122.675
20477,35.689,-79.8128
20479,40.3229,-74.0368
20484,45.5051,-122.675
20497,42.0017,-87.955
20546,41.8781,-87.6298
20569,39.2893,-76.6105
20597,40.7128,-74.006
20668,38.2975,-122.287
20676,33.4484,-112.074
20685,33.9516,-118.388
20712,37.0902,-95.7129
20718,39.1155,-94.6268
20723,34.0522,-118.244
20759,38.9964,-77.0281
20773,38.7521,-121.288
20799,43.0731,-89.4012
20804,34.1494,-118.095
20825,42.8747,-78.8493
20838,44.8125,-73.0834
20849,33.7555,-84.3915
20853,41.8781,-87.6298
20932,46.7856,-92.1025
20934,34.0479,-118.256
20938,40.7191,-74.0422
20940,21.3069,-157.858
20959,39.9597,-75.1616
21003,34.2024,-118.348
21021,34.0483,-118.257
21054,40.7128,-74.006
21120,28.3287,-81.4208
21155,40.7596,-73.7807
21201,42.376,-83.2965
21220,38.9072,-77.0369
21229,42.6526,-73.7562
21246,40.7903,-73.4169
21260,40.6913,-73.9851
21299,38.8887,-77.0047
21309,40.7638,-73.975
21326,37.7749,-122.419
21342,37.3382,-121.886
21391,43.0247,-108.381
21399,38.6381,-84.5605
21459,39.0438,-77.4874
21502,38.6356,-90.225
21506,48.3948,-97.7418
21508,35.4946,-97.5043
21509,40.7128,-74.006
21510,25.802,-80.3275
21511,41.8876,-87.6236
21514,41.9087,-87.8177
21522,26.3817,-80.084
21525,47.6066,-122.333
21527,42.9498,-84.1857
21540,33.448,-112.071
21541,40.0304,-124.073
21547,40.2579,-76.8081
21548,36.1633,-82.8287
21554,37.7749,-122.419
21555,40.2077,-79.679
21557,37.3387,-121.885
21559,30.3322,-81.6556
21561,44.1112,-121.279
21563,42.333,-83.0465
21565,33.9996,-79.2581
21568,33.4575,-112.07
21569,32.7101,-96.947
21570,37.3939,-121.978
21571,41.0242,-80.6628
21581,32.8971,-117.201
21582,35.1804,-111.654
21599,38.4496,-78.8689
21607,38.6015,-90.2317
21609,42.5177,-71.0945
21615,45.5051,-122.675
21619,41.0253,-73.7203
21622,39.0067,-77.4291
21623,32.7157,-117.161
21624,33.4484,-112.074
21627,33.1039,-96.8238
21628,47.6153,-122.348
21631,46.4083,-105.841
21632,47.6143,-122.339
21636,39.2754,-76.569
21637,48.4209,-101.339
21639,30.3948,-91.0797
21641,37.7749,-122.419
21644,36.0597,-115.147
21646,45.6029,-122.466
21648,33.0198,-96.7461
21651,44.3056,-88.3863
21655,40.1004,-74.2188
21658,38.8397,-77.4335
21660,41.8781,-87.6298
21662,28.5635,-81.3891
21663,38.9891,-77.098
21666,40.6936,-89.589
21670,41.8781,-87.6298
21678,38.9072,-77.0369
21683,39.569,-77.1769
21686,21.9615,-159.353
21687,25.7617,-80.1918
21689,34.0632,-117.945
21690,39.975,-74.8044
21691,33.0832,-96.8411
21699,39.5296,-119.814
21700,40.6106,-73.9765
21702,40.651,-74.1227
21704,39.7505,-105.003
21707,41.8327,-75.8699
21708,39.1031,-84.512
21709,44.9673,-93.2898
21711,26.3683,-80.1289
21713,41.8781,-87.6298
21719,41.1124,-74.047
21720,33.9138,-84.461
21723,65.451,-167.18
21724,65.451,-167.18
21725,35.8154,-90.6892
21726,40.7605,-73.9789
21730,47.3508,-96.8291
21734,41.8785,-87.6393
21735,35.4676,-97.5164
21736,37.0767,-88.9737
21737,26.1996,-97.752
21738,39.0997,-94.5786
21742,40.7047,-74.006
21743,45.5051,-122.675
21744,44.4708,-88.0737
21752,42.664,-73.7856
21757,35.7345,-81.3445
21766,35.6861,-85.7746
21767,39.2207,-76.0685
21769,37.2415,-121.783
21771,35.2271,-80.8431
21777,39.7392,-104.99
21779,36.8462,-83.322
21782,34.8062,-106.733
21785,38.9072,-77.0369
21788,41.8781,-87.6298
21791,30.6986,-95.559
21792,38.815,-104.77
21800,33.0077,-96.6747
21801,44.1624,-88.4826
21803,37.2753,-107.88
21805,37.5148,-121.913
21808,37.5495,-122.317
21809,25.7894,-80.1315
21817,41.0602,-111.971
21818,40.0497,-101.533
21822,41.4294,-81.5741
21830,32.2816,-83.4683
21839,37.7749,-122.419
21840,37.7825,-122.411
21842,40.1224,-75.4154
21843,45.1616,-93.8485
21844,38.6665,-87.0441
21845,47.6144,-122.339
21852,36.2676,-94.4847
21854,32.7947,-96.8089
21859,47.6062,-122.332
21861,32.9796,-96.7024
21864,33.449,-111.98
21866,36.1699,-115.14
21868,45.534,-122.576
21869,40.8746,-74.4261
21873,45.5051,-122.675
21876,37.6891,-121.025
21877,39.0519,-77.4523
21879,37.7872,-122.409
21881,37.7734,-121.96
21882,33.4498,-112.07
21885,31.1356,-97.3768
21886,39.0438,-77.4874
21889,27.9585,-82.501
21898,29.6933,-91.302
21900,33.0198,-96.7461
21902,46.6337,-95.0962
21904,28.8009,-81.7266
21906,33.742,-117.824
21908,39.8002,-89.6414
21910,33.9207,-118.328
21923,34.0675,-118.407
21926,30.2707,-97.7524
21928,47.6062,-122.332
21945,29.5933,-98.6206
21947,45.5051,-122.675
21950,33.5186,-86.8104
21954,39.1404,-121.617
21955,35.6187,-78.419
21956,41.378,-81.439
21960,34.1787,-118.591
21963,39.1902,-76.7285
21968,34.7679,-79.4514
21969,42.8864,-78.8784
21970,42.5058,-83.358
21973,36.254,-115.295
21975,42.2826,-71.565
21981,38.7775,-76.0765
21985,29.1978,-81.0843
21986,38.9072,-77.0369
21989,43.1056,-89.5183
21996,39.0105,-77.471
22001,47.5868,-117.563
22003,37.4426,-122.162
22006,29.7277,-95.4455
22007,40.0393,-76.4308
22009,38.9072,-77.0369
22011,39.9209,-105.144
22013,37.3999,-122.108
22018,41.9002,-71.0924
22019,35.2271,-80.8431
22020,37.4715,-121.933
22022,41.8398,-87.9536
22024,37.7831,-122.391
22026,44.8956,-85.4165
22030,47.6143,-122.339
22032,25.0865,-80.4473
22034,41.8995,-87.9403
22035,39.0438,-77.4874
22040,32.7591,-97.8031
22044,40.7578,-73.9743
22046,41.2963,-73.2288
22047,37.5274,-122.261
22048,32.8003,-96.8195
22051,36.5332,-82.3268
22054,47.3551,-123.101
22058,39.6339,-106.078
22062,41.5339,-81.6217
22064,40.7564,-73.9868
22065,32.8762,-117.205
22068,32.3338,-95.2834
22070,38.0293,-78.4767
22075,38.5816,-121.494
22078,33.9763,-84.0959
22079,55.4764,-133.148
22083,26.0078,-80.2963
22084,29.611,-98.4968
22087,42.0706,-88.2237
22088,47.6062,-122.332
22093,41.4993,-81.6944
22106,32.7767,-96.797
22110,41.4622,-85.5879
22111,40.7372,-114.038
22113,38.9072,-77.0369
22115,37.3382,-121.886
22116,34.0587,-118.417
22119,40.764,-73.9713
22120,36.0331,-86.7828
22121,44.4489,-75.6941
22124,38.9021,-77.0257
22132,48.5126,-122.613
22134,33.4484,-112.074
22135,33.8783,-118.397
22136,40.7465,-74.0014
22138,30.856,-96.9779
22145,41.3322,-84.3638
22147,43.1939,-71.5724
22149,37.4146,-122.146
22151,40.7128,-74.006
22152,37.4039,-122.148
22153,21.3357,-157.918
22156,44.9778,-93.265
22163,30.6188,-96.3365
22168,37.7749,-122.419
22171,44.0917,-123.061
22180,42.0335,-97.4123
22184,33.3385,-111.9
22186,39.1155,-94.6268
22187,42.0664,-87.9373
22188,36.0354,-86.7928
22191,36.1427,-81.1784
22196,39.9597,-75.161
22197,32.7796,-96.7989
22204,40.7669,-73.6945
22205,38.6085,-122.873
22209,40.8644,-74.0525
22210,40.5263,-105.029
22214,41.8781,-87.6298
22219,35.2335,-82.7343
22224,33.4664,-112.066
22229,40.2133,-76.9603
22230,40.4278,-111.89
22234,40.7689,-73.9827
22236,41.4993,-81.6944
22241,33.7455,-117.868
22247,32.467,-94.7265
22249,40.902,-74.1889
22258,35.1382,-90.0504
22260,36.1646,-86.7765
22261,33.1148,-117.087
22266,33.4343,-112.181
22270,44.7985,-68.8076
22271,40.8651,-73.8698
22273,42.4613,-96.4293
22274,37.152,-77.2765
22275,26.3139,-80.12
22276,36.0544,-112.14
22277,43.3646,-124.216
22280,32.7767,-96.797
22281,38.8397,-77.4335
22288,40.6749,-75.3781
22289,41.8781,-87.6298
22291,39.6029,-104.889
22293,47.6101,-122.202
22294,28.5384,-81.3789
22296,37.49,-121.931
22299,36.7426,-79.8929
22300,37.7827,-122.398
22301,40.7128,-74.006
22302,33.1039,-96.8238
22304,33.9661,-84.4908
22310,32.8236,-97.1123
22311,41.4993,-81.6944
22312,27.9906,-82.6886
22314,38.5223,-78.1331
22317,37.405,-121.943
22320,39.8008,-83.9075
22326,32.7608,-97.0905
22334,30.6441,-88.0765
22335,41.8962,-87.617
22338,42.3293,-83.0392
22340,36.1989,-115.118
22343,37.7749,-122.419
22344,32.7555,-97.3308
22345,40.8627,-74.4268
22346,35.381,-94.4213
22349,38.7684,-77.1558
22350,36.1829,-81.1487
22351,47.7097,-122.162
22352,47.6694,-122.122
22353,34.0522,-118.244
22360,38.9072,-77.0369
22361,39.2915,-76.6041
22362,33.1032,-96.6705
22364,25.7964,-80.38
22369,37.2614,-121.924
22373,33.5772,-101.935
22379,42.1831,-89.0657
22381,39.4618,-119.779
22384,33.749,-84.388
22389,37.3861,-122.084
22390,43.2123,-77.43
22394,21.3069,-157.858
22402,46.3549,-94.1996
22405,41.061,-73.7665
22413,36.2615,-90.9712
22415,39.5412,-119.905
22417,42.6996,-75.2339
22418,40.379,-74.3142
22433,27.9506,-82.4572
22434,38.9072,-77.0369
22438,38.4977,-122.461
22439,37.7749,-122.419
22441,47.7533,-117.417
22442,29.7946,-95.7452
22448,41.4582,-87.0576
22449,39.2007,-77.2631
22451,36.7138,-78.9133
22458,34.0976,-118.331
22462,29.883,-90.0993
22463,45.5152,-122.678
22469,33.7917,-84.3957
22470,39.9563,-75.1974
22471,27.3329,-82.5773
22473,40.7596,-111.887
22474,38.9392,-94.5796
22475,42.8107,-73.9381
22478,40.7635,-73.9823
22482,36.1548,-115.331
22489,34.1427,-118.703
22495,39.7684,-86.1581
22496,40.7128,-74.006
22497,40.6161,-75.4435
22500,40.368,-75.9128
22502,39.7703,-86.3067
22504,35.077,-87.4399
22511,28.5383,-81.3792
22513,45.5051,-122.675
22516,39.9805,-83.0235
22527,33.8875,-98.4441
22528,33.4028,-111.994
22530,37.5589,-122.304
22531,33.8053,-84.1455
22534,41.6561,-90.5841
22535,32.7767,-96.797
22538,38.9597,-77.4161
22542,39.7392,-104.99
22549,33.7615,-84.3914
22552,34.0473,-118.257
22554,38.8966,-77.0244
22556,39.0067,-77.4291
22557,47.4748,-122.273
22561,48.1181,-123.431
22566,32.7767,-96.797
22567,42.1793,-87.9279
22568,33.8866,-84.4612
22572,45.3329,-122.592
22576,33.0303,-96.7982
22580,41.2476,-75.8843
22587,32.4981,-84.8833
22588,36.8477,-76.2922
22598,32.4712,-97.3846
22602,39.3758,-77.4159
22603,32.8535,-97.1325
22606,37.7898,-122.397
22607,41.5837,-93.6609
22608,47.4235,-120.31
22610,33.4028,-111.994
22611,34.0522,-118.244
22612,34.0361,-118.443
22615,41.8781,-87.6298
22616,37.3724,-121.974
22617,38.5834,-121.494
22618,42.3507,-71.0733
22620,40.1241,-75.4171
22621,38.5408,-90.4433
22624,37.6365,-122.121
22625,32.3298,-106.8
22626,39.7392,-104.99
22632,32.2374,-110.907
22633,40.756,-73.9741
22645,33.5484,-101.865
22646,33.6062,-86.2044
22647,31.0052,-86.328
22653,46.0564,-122.899
22654,37.7873,-122.423
22655,35.2271,-80.8431
22658,40.0244,-105.254
22659,32.184,-82.4371
22663,40.3018,-88.1594
22664,40.9152,-74.0547
22667,38.4457,-122.741
22674,25.9869,-80.3421
22677,38.627,-90.1994
22679,47.3903,-122.045
22680,37.3827,-121.93
22687,33.9192,-118.416
22688,36.3231,-86.7133
22689,44.4914,-73.1857
22691,40.9307,-73.7619
22693,41.7004,-73.921
22695,37.3541,-121.955
22702,45.5051,-122.675
22703,42.9634,-85.6681
22709,34.9224,-81.97
22710,30.2752,-89.7812
22712,39.8417,-105.22
22714,42.2315,-85.5685
22716,41.6733,-86.2515
22725,41.7733,-87.5671
22727,41.8781,-87.6298
22738,37.7749,-122.419
22739,21.6483,-157.923
22742,41.0534,-73.5387
22743,32.7767,-96.797
22747,33.6687,-117.859
22751,40.1386,-85.9306
22753,33.9806,-117.375
22754,40.7592,-73.9735
22758,34.0336,-117.043
22759,33.8583,-118.065
22763,35.1309,-89.8088
22765,39.4597,-82.2322
22768,43.0731,-89.4012
22771,41.1971,-73.4322
22772,32.2367,-110.891
22773,40.1764,-123.612
22774,40.7024,-74.0632
22776,41.3375,-72.3841
22778,36.1852,-80.2609
22781,37.7749,-122.419
22785,46.6204,-112.024
22787,33.749,-84.388
22792,26.3683,-80.1289
22796,28.4069,-81.202
22800,37.7006,-83.9738
22805,28.5371,-81.3793
22807,33.0513,-96.8278
22811,37.7749,-122.419
22814,33.6846,-117.827
22815,39.5105,-76.6438
22820,35.9533,-86.8083
22822,47.6062,-122.332
22827,32.7491,-97.3279
22829,32.819,-117.179
22830,38.9445,-77.0654
22837,34.0522,-118.244
22840,42.5275,-71.1377
22842,37.8064,-96.8828
22843,33.749,-84.388
22844,34.1428,-117.99
22846,40.109,-83.1211
22847,43.4662,-70.4796
22848,40.7128,-74.006
22849,38.0341,-87.538
22855,36.1618,-115.139
22866,33.4484,-112.074
22869,38.8717,-77.4409
22875,33.9313,-84.5174
22878,34.0386,-117.612
22880,37.7743,-121.964
22883,40.7831,-73.9713
22884,61.179,-149.885
22885,40.7895,-74.0565
22888,33.749,-84.388
22890,41.2574,-95.9381
22892,45.5214,-122.681
22895,36.8508,-76.2859
22897,39.9572,-75.32
22898,35.467,-97.648
22903,44.0521,-123.087
22904,40.7426,-74.1687
22909,39.7523,-104.984
22911,37.7749,-122.419
22915,40.437,-84.3797
22916,37.3387,-121.885
22917,40.7628,-73.9808
22918,37.399,-122.142
22921,28.8983,-99.1161
22925,34.6036,-98.3959
22926,32.7767,-96.797
22927,47.5836,-122.334
22928,41.0837,-78.4078
22931,41.877,-87.6415
22937,34.1933,-118.951
22944,34.7623,-92.304
22952,32.019,-106.41
22956,40.6246,-73.9952
22958,41.4627,-81.5145
22959,40.3634,-76.8173
22961,44.7841,-106.941
22965,37.3688,-122.036
22969,33.8831,-84.4634
22974,42.3684,-83.3527
22976,35.7292,-78.6394
22980,33.7555,-84.3914
22982,35.4676,-97.5164
22984,40.7072,-74.0124
22985,30.443,-91.1062
22992,33.9161,-84.3522
23004,40.7269,-74.0357
23005,38.408,-122.949
23008,46.4083,-105.841
23010,37.3176,-121.949
23012,44.9778,-93.265
23013,37.3782,-121.955
23016,39.056,-95.7565
23019,21.2812,-157.832
23023,37.4263,-122.143
23026,34.0522,-118.244
23027,34.0578,-118.446
23028,33.0198,-96.7461
23029,39.664,-104.928
23032,42.2409,-83.2697
23033,47.6062,-122.332
23043,27.9034,-82.3841
23045,43.74,-87.7793
23051,35.9928,-78.904
23053,41.152,-74.7446
23057,44.847,-93.1266
23069,40.7644,-73.9702
23070,41.602,-98.9427
23071,29.7604,-95.3698
23077,34.0522,-118.244
23078,38.9937,-77.4476
23079,33.0198,-96.7461
23081,32.2873,-90.2416
23083,43.8749,-91.1984
23086,42.4409,-76.4764
23087,40.1164,-88.2939
23089,33.749,-84.388
23092,41.9974,-93.6096
23093,32.857,-97.1893
23094,40.0824,-75.3459
23096,28.0104,-82.5264
23097,40.7569,-73.982
23102,40.5191,-80.2124
23103,25.7975,-80.2301
23106,41.5492,-84.1416
23118,38.8339,-104.821
23120,35.6104,-97.5658
23121,38.8397,-77.4335
23123,42.4043,-73.6772
23126,32.5252,-93.7502
23127,38.9917,-94.6336
23131,40.7053,-74.0141
23132,39.9805,-83.0235
23136,44.0488,-121.314
23138,46.7313,-117.18
23139,25.7824,-80.1931
23141,41.3927,-84.1256
23142,33.742,-117.824
23143,43.546,-96.7313
23149,40.0513,-82.8975
23153,40.2785,-79.3938
23155,38.4437,-90.2012
23157,29.7617,-95.3642
23158,32.7947,-96.8089
23160,42.5985,-71.1506
23168,38.9929,-77.4318
23172,45.5152,-122.678
23173,44.9778,-93.265
23175,48.5126,-122.613
23178,29.5984,-95.6226
23183,39.2134,-76.6831
23185,61.2176,-149.9
23189,41.0544,-73.5352
23190,39.0125,-77.4753
23194,40.7621,-73.9731
23197,37.3382,-121.886
23199,36.1699,-115.14
23204,21.2969,-157.841
23206,27.4956,-81.4409
23207,31.7481,-93.0939
23209,37.5379,-77.4481
23216,47.6104,-122.201
23218,29.7031,-95.3833
23219,33.871,-118.355
23222,36.1716,-115.139
23223,39.0901,-84.2882
23225,42.7325,-84.5555
23227,40.7858,-73.4188
23228,31.7585,-106.484
23232,41.878,-87.6324
23233,37.7912,-122.402
23235,42.3013,-71.219
23240,34.1784,-118.6
23248,40.7645,-73.9372
23249,27.8593,-82.6421
23256,40.0736,-75.2886
23260,46.0732,-93.6625
23265,46.251,-119.902
23273,41.8799,-87.6305
23274,38.9072,-77.0369
23277,32.7068,-117.163
23278,33.8004,-117.921
23279,34.0414,-118.27
23280,32.7767,-96.797
23284,37.3913,-121.936
23286,34.0307,-118.474
23287,35.4653,-97.6486
23291,42.601,-83.2884
23294,32.529,-92.0762
23296,35.9179,-86.8622
23297,33.7416,-118.031
23302,26.217,-98.2536
23303,33.2,-117.243
23304,38.627,-90.1994
23306,42.3528,-83.4516
23308,33.9016,-118.384
23314,26.6074,-81.8687
23316,45.5272,-122.936
23320,41.0298,-73.774
23325,40.7533,-73.9767
23328,35.4738,-97.5196
23335,40.7454,-73.9822
23336,33.749,-84.388
23338,37.3337,-121.905
23342,37.7237,-122.398
23349,42.0011,-87.9549
23352,37.3382,-121.886
23354,39.7392,-104.99
23356,34.0479,-118.255
23367,41.8781,-87.6298
23369,38.5122,-122.798
23372,40.0106,-86.0068
23376,36.1699,-115.14
23377,47.6163,-122.201
23380,42.1108,-72.5767
23384,39.9526,-75.1652
23389,41.737,-111.834
23393,40.8533,-74.1784
23400,29.6179,-95.6367
23402,40.766,-73.9852
23404,33.4842,-112.07
23406,39.015,-77.4586
23408,45.5051,-122.675
23409,38.9622,-104.79
23411,36.7378,-119.787
23415,35.0688,-91.9984
23420,39.1012,-77.5136
23422,36.0159,-115.055
23428,37.1982,-76.433
23434,40.0927,-88.2502
23435,39.7451,-84.1863
23437,33.3043,-96.9861
23442,34.1909,-118.337
23447,32.5285,-92.1154
23452,38.372,-97.6439
23453,47.6101,-122.202
23463,41.0208,-73.6248
23465,45.5051,-122.675
23466,37.4419,-122.143
23469,35.8189,-78.6069
23470,45.5252,-122.966
23472,37.4056,-122.022
23473,44.0521,-123.087
23481,30.0737,-99.2275
23483,40.5803,-122.401
23486,26.2034,-98.23
23492,46.4049,-116.805
23493,43.7269,-87.7568
23497,41.2545,-82.3996
23499,40.5211,-74.3474
23500,42.295,-71.2032
23502,40.5458,-74.4814
23504,44.8113,-91.4985
23507,39.9526,-75.1652
23509,35.145,-90.0491
23512,40.7769,-73.874
23515,39.9526,-75.1652
23516,39.0067,-77.4291
23520,25.7617,-80.1918
23521,40.3978,-74.1354
23522,42.0403,-87.9761
23525,42.8865,-77.2819
23528,47.6143,-122.339
23531,44.9622,-93.2049
23535,36.6642,-76.2444
23542,27.9014,-81.5859
23544,33.6846,-117.827
23546,34.0522,-118.244
23563,42.3294,-71.0956
23576,37.2419,-121.782
23584,29.946,-95.4068
23606,37.7139,-77.8115
23649,38.5816,-121.494
23657,45.5272,-122.936
23674,40.866,-74.0544
23682,39.0438,-77.4874
23719,39.9597,-75.1616
23724,35.4676,-97.5164
23738,37.7779,-122.412
23750,32.9415,-97.1204
23771,33.749,-84.388
23772,41.8783,-87.6415
23816,39.0438,-77.4874
23844,36.8453,-86.8872
23850,40.7128,-74.006
23859,37.7749,-122.419
23875,40.7128,-74.006
23880,41.9539,-87.7285
23881,34.0522,-118.244
23974,42.3547,-71.0603
23980,29.9489,-90.0701
24004,39.9102,-76.707
24005,36.4242,-89.057
24043,40.7357,-74.1724
24086,47.6725,-117.101
24093,44.2128,-72.5591
24138,32.7767,-96.797
24139,39.0107,-94.5015
24268,35.1495,-90.049
24319,34.0522,-118.244
24373,47.6062,-122.332
24376,42.8677,-94.1846
24400,33.9447,-84.1272
24407,37.3308,-121.894
24413,40.7128,-74.006
24429,47.6062,-122.332
24587,34.0474,-118.256
24589,44.9778,-93.265
24600,32.3514,-95.302
24607,39.7301,-89.6185
24634,33.6178,-114.588
24638,42.9025,-85.4946
24651,32.7947,-96.8089
24679,39.6231,-90.2842
24731,33.4484,-112.074
24753,40.7128,-74.006
24783,27.5089,-99.5193
24835,41.613,-83.7066
24851,29.8799,-95.6834
24863,42.0441,-88.0555
24867,38.5902,-121.417
24900,41.1199,-80.3323
24915,34.0463,-117.618
24921,40.7128,-74.006
24940,30.4213,-87.2169
24989,41.26,-95.938
24996,36.3877,-105.588
25022,41.8865,-87.6343
25041,28.6362,-81.2881
25074,41.8781,-87.6298
25086,33.1407,-117.283
25108,45.1076,-123.448
25232,40.779,-74.0724
25248,42.1667,-75.8624
25310,40.7128,-74.006
25346,40.9097,-74.2371
25351,33.8352,-118.312
25369,37.7749,-122.419
25525,33.4484,-112.074
25532,35.1426,-90.0319
25560,47.6265,-122.33
25577,45.5203,-102.461
25603,33.5672,-111.913
25606,40.6481,-74.6449
25608,39.1758,-94.6322
25611,40.7862,-73.7137
25612,35.2271,-80.8431
25614,41.8781,-87.6298
25620,36.0765,-115.153
25622,34.0386,-84.057
25623,42.3535,-71.0446
25625,37.7749,-122.419
25628,26.1277,-81.7644
25629,38.0349,-78.4834
25630,40.7623,-73.9694
25632,38.2266,-122.134
25633,33.749,-84.388
25637,46.2835,-96.0778
25639,37.0616,-84.622
25641,29.2016,-81.0816
25642,28.8119,-81.3549
25645,37.3382,-121.886
25648,40.1158,-83.0024
25649,45.6293,-122.665
25651,33.416,-112.009
25652,45.5051,-122.675
25653,40.7796,-74.0821
25655,40.6334,-111.809
25657,41.8826,-87.6571
25660,40.1123,-88.2456
25664,38.2172,-122.144
25668,34.0486,-118.257
25669,42.04,-73.9823
25670,40.1146,-82.991
25671,33.5141,-117.165
25674,39.5907,-104.881
25677,38.6464,-121.486
25678,41.8789,-87.6358
25679,36.154,-95.9928
25683,40.7128,-74.006
25688,32.7767,-96.797
25692,40.7675,-73.533
25694,32.7833,-96.7973
25697,41.8762,-87.6315
25710,41.7304,-71.2825
25712,37.0759,-88.6771
25720,39.1013,-94.5788
25723,33.9751,-118.426
25729,32.7767,-96.797
25735,33.9777,-84.3627
25737,37.75,-84.297
25748,40.7128,-74.006
25750,42.8738,-73.208
25751,34.1509,-118.795
25752,37.4263,-122.141
25755,36.1786,-115.345
25758,40.2821,-83.5504
25761,40.7869,-73.4148
25763,42.3547,-71.0603
25764,47.2151,-123.101
25765,39.7482,-104.994
25766,29.5917,-98.4725
25767,37.3181,-79.9556
25769,47.6666,-96.0098
25771,38.9072,-77.0369
25773,41.9943,-87.962
25780,34.0195,-118.491
25786,34.0522,-118.244
25788,40.7128,-74.006
25789,40.7141,-74.0161
25798,33.5576,-101.943
25801,40.0262,-75.6049
25806,37.7149,-122.459
25808,42.4691,-71.4025
25815,42.9819,-78.8234
25817,35.047,-85.3112
25819,47.685,-122.311
25820,37.5483,-121.989
25821,38.9907,-77.0261
25823,27.9634,-82.7993
25829,38.8951,-77.0364
25830,39.8407,-96.5272
25831,41.612,-93.8856
25837,25.7759,-80.1931
25840,45.5051,-122.675
25841,40.8918,-74.2191
25842,42.9501,-78.7408
25843,39.2317,-119.657
25846,32.7767,-96.797
25847,45.5051,-122.675
25849,29.4241,-98.4936
25853,34.4362,-84.6999
25854,32.7767,-96.797
25862,47.6062,-122.332
25863,33.7555,-84.3915
25867,39.7425,-104.997
25871,40.7619,-73.9822
25873,39.2484,-76.6396
25874,38.9786,-77.0979
25875,37.7749,-122.419
25878,37.7749,-122.419
25881,41.1392,-104.819
25885,34.0441,-118.265
25886,34.0522,-118.244
25888,37.7749,-122.419
25889,32.7767,-96.797
25892,34.0522,-118.244
25893,37.3387,-121.885
25894,37.4466,-121.917
25895,40.7128,-74.006
25896,41.8781,-87.6298
25897,33.9803,-118.452
25898,25.7617,-80.1918
25899,43.2378,-123.36
25905,42.7977,-122.433
25907,32.924,-96.7899
25909,40.7447,-73.9485
25910,34.2001,-119.18
25912,30.5047,-90.4619
25915,43.2835,-73.5814
25916,32.7782,-96.7987
25920,32.5896,-92.0669
25921,30.2358,-92.0946
25922,38.9012,-77.2653
25923,34.0939,-84.246
25924,41.0655,-73.4351
25929,42.3601,-71.0589
25930,39.8461,-75.7134
25931,42.9556,-78.7138
25932,34.0522,-118.244
25934,32.7767,-96.797
25936,40.7537,-73.9956
25941,26.2878,-80.2478
25943,32.8856,-85.1614
25944,41.4561,-74.0796
25951,39.0519,-77.4523
25952,40.7128,-74.006
