origin,destination,count
0,12479,9
0,12486,1
0,12501,5
0,12524,1
0,12542,2
0,12564,1
0,12578,1
0,12620,1
0,12653,3
0,12670,1
0,12708,1
0,12709,2
0,12721,1
0,12735,1
0,12741,1
0,12769,1
0,12829,1
0,12832,1
0,12874,3
0,12876,3
0,12880,1
0,12883,1
0,12929,1
0,12946,2
0,12969,1
0,12970,1
0,12996,1
0,13041,5
0,13066,1
0,13074,3
0,13118,1
0,13121,2
0,13156,1
0,13184,5
0,13193,1
0,13213,1
0,13237,11
0,13307,1
0,13343,5
0,13353,2
0,13367,4
0,13432,3
0,13446,2
0,13462,2744
0,13601,3
0,13609,4
0,13664,1
0,13671,1
0,13672,1
0,13680,2
0,13749,3416
0,13768,6
0,13867,72
0,13890,22
0,13989,3
0,14000,1
0,14080,1
0,14117,1
0,14127,301
0,14155,1
0,14272,1
0,14280,1
0,14291,1
0,14361,7
0,14383,2
0,14390,2
0,14480,1
0,14492,9
0,14501,405
0,14571,1
0,14576,1
0,14719,1
0,14742,11
0,14743,1
0,14779,15
0,14780,11
0,14857,1
0,14912,2
0,15083,203
0,15169,16
0,15180,2
0,15201,3
0,15244,1
0,15270,12
0,15290,2
0,15318,4
0,15334,8
0,15389,6
0,15395,9
0,15412,2
0,15471,1
0,15475,2
0,15497,1
0,15500,1
0,15512,2
0,15542,1
0,15557,2
0,15623,1
0,15635,4
0,15641,2
0,15663,1
0,15685,1
0,15703,1
0,15756,1
0,15763,1
0,15772,1
0,15802,1385
0,15833,4
0,15857,4
0,15965,1
0,16010,2
0,16086,1
0,16124,1
0,16230,1
0,16245,2
0,16246,2
0,16265,3
0,16338,6
0,16339,1
0,16486,1
0,16509,11
0,16526,1
0,16586,1
0,16629,1
0,16713,1
0,16735,3
0,16755,4
0,16805,2
0,16810,2
0,16811,1
0,16814,1
0,17012,2
0,17175,1
0,17184,3
0,17222,1
0,17227,1
0,17228,32
0,17401,2
0,17430,1
0,17439,1
0,17443,37
0,17444,2
0,17464,1
0,17465,2
0,17488,3
0,17506,2
0,17557,264
0,17563,2
0,17608,1
0,17621,9
0,17633,4
0,17638,599
0,17639,1
0,17676,4
0,17712,1
0,17771,44
0,17787,1
0,17799,3
0,17813,1
0,17839,3
0,17858,4
0,17870,2
0,17881,1
0,17896,2
0,17897,4
0,17964,239
0,17968,8
0,17974,1
0,18044,1
0,18101,2
0,18177,2
0,18229,83
0,18245,2
0,18264,1
0,18302,120
0,18313,1
0,18403,2
0,18565,1
0,18566,3
0,18712,2
0,18747,1
0,18812,1
0,18832,1
0,18866,1
0,18876,1
0,18881,3
0,18942,3
0,19082,1
0,19094,4
0,19115,6
0,19157,1
0,19169,412
0,19191,1
0,19262,228
0,19271,6
0,19290,2
0,19296,22
0,19318,1
0,19332,1
0,19429,3
0,19444,4
0,19548,3371
0,19742,4
0,19772,1
0,19864,49
0,19893,8
0,19916,6
0,20001,8
0,20013,1
0,20115,17
0,20161,2
0,20172,1
0,20183,1
0,20214,3
0,20231,6
0,20255,2
0,20258,14
0,20299,1
0,20401,3
0,20468,2
0,20484,1
0,20497,1
0,20597,1
0,20668,1
0,20676,1
0,20685,2
0,20773,4
0,20799,1
0,20804,1
0,20825,1
0,20838,1
0,20853,872
0,20934,28
0,20938,1
0,20959,1
0,21003,2
0,21021,1
0,21155,1
0,21201,4
0,21220,2
0,21391,1
0,21502,1
0,21522,2
0,21565,1
0,21570,1
0,21571,2
0,21615,1
0,21637,1
0,21687,1
0,21709,1
0,21744,1
0,21840,1
0,21844,16
0,21864,1
0,21889,1
0,22019,1
0,22047,7
0,22205,1
0,22291,14
0,22364,3
0,22381,1
0,22566,2
0,22572,1
0,22653,202
0,22773,7
0,22869,1
0,22909,9
0,22927,13
0,23106,1
0,23216,1
0,23352,1
0,23404,2
0,23500,3
0,23520,2
0,23522,1
0,23531,2
0,23606,1
0,23649,1
0,23674,1
0,23771,2
0,23772,1
0,23844,1
0,23850,2
0,23859,1
0,23974,1
0,24093,3
0,24138,1
0,24400,105
0,24407,1
0,24587,4
0,24638,1
0,24651,1
0,24679,102
0,24731,1
0,24783,1
0,24835,3
0,24851,4
0,24863,13
0,24867,30
0,24900,1
0,24915,2
0,24940,3422
0,24989,681
0,25074,4
0,25248,2
0,25310,1
0,25346,1
0,25351,2
0,25369,323
0,25560,2
0,25620,1
0,25653,3
0,25761,1
0,25766,1
0,25789,1
0,25847,1
0,25956,1
0,25973,4
0,25994,1
0,26085,58
0,26096,1
0,26101,45
0,26210,1
0,26228,1
0,26277,1
0,26347,3
0,26407,3
0,26452,1
0,26496,1
0,26592,3
0,26831,26
0,26904,1
0,27183,1
0,27229,3
0,27257,1
0,27262,1
0,27357,22
0,27364,3
0,27668,1
0,27696,55
0,27699,38
0,27715,1
0,27810,1
0,28502,3
0,28571,1539
0,28573,24
0,28677,1
0,28719,1
0,28753,53
0,28878,1
0,28919,1
0,29032,2
0,29075,1
0,29096,2
0,29119,1
0,29170,1
0,29255,2
0,29278,1
0,29339,575
0,29405,1
0,29415,1
0,29486,1
0,29550,5
0,29558,2
0,29562,1
0,29571,8
0,29717,47
0,29748,1
0,29791,1
0,29863,1
0,29870,1
0,29933,1
0,29975,1
0,30099,19
0,30141,4
0,30165,2
0,30222,11
0,30256,1
0,30315,5
0,30373,1
0,30374,3
0,30380,7
0,30496,594
0,30721,2
0,30776,3
0,30824,1
0,30890,2
0,30923,1
0,30975,1
0,30983,18
0,30998,1
0,31034,1
0,31126,1
0,31186,1
0,31252,169
0,31548,1
0,31820,9
0,31976,122
0,31983,4358
0,32244,4
0,32445,4
0,32475,1
0,32479,1
0,32519,1
0,32575,2
0,32613,258
0,32632,1
0,32636,7
0,32666,3698
0,32736,2
0,32798,1
0,32953,1
0,33070,8220
0,33182,8
0,33227,1
0,33287,85
0,33322,3
0,33379,21
0,33489,5
0,33552,1
0,33650,5
0,33651,13
0,33657,11
0,33667,1
0,33668,10
0,33724,1
0,33774,2
0,33775,1
0,33854,1
0,33951,1
0,33995,2
0,34033,1
0,34037,1
0,34126,28
0,34194,1
0,34224,1
0,34317,1
0,34337,1
0,34512,1
0,34561,2
0,34788,1
0,34804,1
0,34910,2
0,34949,1
0,35005,5
0,35017,193
0,35047,2
0,35087,1
0,35118,1
0,35249,1
0,35511,1
0,35554,1
0,35592,1
0,35654,1
0,35751,1
0,35830,1
0,35908,2
0,35911,1
0,35916,1
0,35970,6
0,36066,1
0,36149,1
0,36351,6
0,36377,1
0,36420,4
0,36493,2
0,36503,1
0,36727,13
0,36752,2
0,38083,2
0,39484,1
0,39834,1
1,3,7
1,4,1
1,8,11
1,12,2
1,17,2
1,20,2
1,27,2
1,46,1
1,47,1
1,52,6
1,55,2
1,73,18
1,81,4
1,87,1
1,137,11
1,156,1166
1,158,1
1,174,14
1,205,3
1,209,18
1,224,23
1,226,2
1,278,2
1,286,3
1,376,1
1,553,3
1,577,56
1,680,21
1,701,323
1,702,3
1,703,1
1,714,2
1,721,2
1,766,1
1,786,9
1,812,2
1,852,9
1,855,2
1,1103,14
1,1133,1
1,1221,5
1,1239,552
1,1241,38
1,1257,4
1,1299,17
1,1659,16
1,1668,20
1,1739,63
1,1741,2
1,1781,6
1,1785,2
1,1790,1
1,1901,80
1,1916,14
1,1955,42
1,1967,2
1,2018,5
1,2107,4
1,2108,10818
1,2116,2
1,2152,4
1,2200,21
1,2379,1
1,2418,2
1,2497,1
1,2501,7
1,2510,1
1,2516,3
1,2518,15
1,2519,2
1,2614,4
1,2647,2
1,2697,116
1,2711,1
1,2819,7
1,2828,30
1,2852,12
1,2856,21
1,2897,3
1,2900,4
1,2907,8
1,2914,26
1,3064,1
1,3089,5
1,3112,6
1,3215,26
1,3216,2
1,3228,1
1,3242,1
1,3257,1
1,3265,105272
1,3269,220
1,3292,16
1,3307,11948
1,3320,2200
1,3340,1
1,3352,3
1,3354,4
1,3356,174
1,3388,2
1,3446,5
1,3452,2
1,3462,1835
1,3491,3
1,3505,1
1,3549,9
1,3561,728
1,3591,1
1,3595,15
1,3734,1
1,3741,8
1,3786,83
1,3790,128
1,3794,29
1,3999,3
1,4058,2
1,4134,1011
1,4230,64
1,4266,119
1,4323,44
1,4436,4
1,4513,101
1,4515,5
1,4538,79
1,4544,1
1,4565,3
1,4589,2
1,4609,5
1,4613,6
1,4618,7
1,4621,3
1,4645,1
1,4657,10
1,4665,22
1,4668,1
1,4670,2
1,4691,1
1,4713,15
1,4732,6
1,4739,2
1,4741,2
1,4747,2
1,4750,4
1,4755,14
1,4766,4565
1,4775,1
1,4788,12
1,4795,2
1,4802,2
1,4804,4
1,4808,19
1,4812,221
1,4814,27
1,4837,1911
1,5078,8
1,5089,1
1,5379,3
1,5384,2
1,5390,2
1,5396,3
1,5400,1
1,5408,4
1,5413,12
1,5432,1
1,5462,3
1,5617,61
1,5663,1
1,5668,2
1,5693,1
1,5713,5
1,5719,2
1,5723,1
1,5763,2
1,5778,2
1,5872,1
1,6057,2
1,6079,9
1,6128,10
1,6140,183
1,6147,17
1,6181,2
1,6197,6
1,6198,2
1,6221,2
1,6316,3
1,6325,2
1,6327,10
1,6364,2
1,6385,2
1,6388,1
1,6395,5
1,6400,26
1,6405,29
1,6412,1
1,6453,1
1,6461,329
1,6467,36
1,6471,2
1,6478,41
1,6577,1
1,6713,12
1,6724,30
1,6731,1
1,6746,44
1,6802,1
1,6805,1
1,6830,8
1,6848,1
1,6855,1
1,6867,1
1,6939,17
1,7015,1507
1,7016,6
1,7018,35
1,7046,17
1,7132,1732
1,7233,1
1,7303,2
1,7314,3
1,7332,2
1,7385,2
1,7455,1
1,7470,5
1,7482,2
1,7491,1
1,7497,5
1,7499,1
1,7543,4
1,7545,3
1,7557,1
1,7575,13
1,7629,1
1,7643,5
1,7693,1
1,7718,1
1,7738,2
1,7757,2
1,7788,2
1,7794,2
1,7796,12
1,7896,2
1,7941,5
1,8001,4
1,8047,3
1,8048,1
1,8075,95
1,8151,6
1,8166,23
1,8167,8
1,8190,2
1,8220,3
1,8246,12
1,8253,13
1,8282,21
1,8342,70
1,8376,32
1,8400,71
1,8402,1137
1,8514,1
1,8522,2
1,8560,10
1,8708,178
1,8764,3
1,8866,1
1,8881,2
1,8972,12
1,9121,12
1,9155,4
1,9269,4
1,9271,4
1,9277,4
1,9298,5
1,9304,342
1,9316,569
1,9318,359
1,9353,1
1,9370,366
1,9371,3
1,9381,2
1,9394,5
1,9415,1
1,9416,3
1,9457,4
1,9488,1
1,9498,2
1,9534,3
1,9583,86
1,9658,1
1,9706,5
1,9708,1
1,9712,2
1,9738,1
1,9768,7
1,9800,586
1,9803,11
1,9808,16
1,9812,2
1,9829,30
1,9908,12
1,9916,2
1,9919,4
1,9924,3
1,9929,15
1,9930,1
1,9931,5
1,9976,2
1,10013,1
1,10036,1
1,10052,2
1,10101,1
1,10154,3
1,10197,3
1,10292,2
1,10316,4
1,10421,2
1,10429,3
1,10507,1
1,10530,1
1,10620,1
1,10704,1
1,10838,1
1,10994,3
1,11062,1
1,11103,5
1,11115,1
1,11175,2
1,11232,1
1,11351,8
1,11427,8
1,11456,10
1,11457,1
1,11486,92
1,11700,4
1,11776,2
1,11908,8
1,12173,1057
1,12181,17
1,12251,1
1,12252,9
1,12271,4
1,12297,3
1,12302,2807
1,12322,15
1,12386,1
1,12390,6
1,12392,11
1,12430,1
1,12578,2
1,12742,2
1,12769,1
1,12832,1
1,12859,517
1,12880,10
1,12968,2
1,13041,7
1,13046,3
1,13091,1
1,13184,10
1,13407,2
1,13488,2
1,13571,26
1,13601,2
1,13649,1
1,13693,1
1,13749,2546
1,13767,29
1,13768,3
1,14117,1
1,14265,6
1,14280,1
1,14361,8
1,14383,6
1,14398,4
1,14492,1
1,14501,20
1,14576,1
1,14585,5
1,14690,5
1,14742,34
1,14744,8
1,14777,208
1,14778,489
1,14780,29
1,14938,1
1,14985,2
1,15083,6
1,15141,2
1,15169,182
1,15201,1
1,15227,362
1,15270,2
1,15305,4
1,15311,1
1,15412,5
1,15464,1
1,15471,2
1,15496,3
1,15512,1
1,15542,4
1,15557,3
1,15670,1
1,15706,2
1,15772,1
1,15802,1
1,15837,86
1,15929,2
1,15965,1
1,15974,2
1,16086,1
1,16095,2
1,16195,4
1,16206,4
1,16243,9
1,16246,1129
1,16526,21
1,16735,4
1,16810,2
1,16852,5
1,17054,1
1,17147,4
1,17184,9
1,17200,4
1,17379,2
1,17429,6
1,17465,6
1,17506,8
1,17537,3
1,17547,4
1,17608,1
1,17620,1
1,17621,1
1,17622,7
1,17633,2
1,17638,1
1,17672,5
1,17676,9
1,17697,2
1,17709,3
1,17712,5
1,17773,2
1,17775,5
1,17785,6
1,17813,36
1,17820,2
1,17826,1
1,17850,2
1,17854,4
1,17858,10
1,17877,1
1,17883,16
1,17897,18
1,17964,305
1,17971,3
1,17974,3
1,18101,1
1,18118,17
1,18177,1
1,18182,4
1,18229,70
1,18245,50
1,18302,205
1,18310,2
1,18566,8
1,18687,2
1,18809,1
1,18812,1
1,18942,11
1,19029,2
1,19094,5
1,19115,1
1,19169,25
1,19191,18
1,19262,65
1,19318,3
1,19332,1
1,19429,4
1,19444,4
1,19548,16
1,19604,2
1,19742,1
1,19855,2
1,19875,1
1,19916,1
1,19945,1
1,20001,2
1,20115,4
1,20161,26
1,20214,5
1,20401,1
1,20468,1
1,20473,1
1,20474,4
1,20676,2
1,20723,2
1,20759,1
1,20773,28
1,20825,3
1,20932,1
1,21120,3
1,21309,2
1,21565,1
1,21599,2
1,21803,1
1,21840,4
1,21844,32
1,22011,1
1,22291,6
1,22489,2
1,22653,1
1,22689,1
1,22773,12
1,22792,1
1,22846,2
1,22884,2
1,22909,1
1,23143,2
1,23248,4
1,23342,3
1,23563,3
1,23584,2
1,23606,1
1,23674,2
1,23682,11
1,23724,22
1,23974,1
1,23980,1
1,24086,2
1,24138,1
1,24268,1
1,24373,2
1,24376,6
1,24400,79
1,24587,2
1,24589,30
1,24600,10
1,24634,2
1,24679,101
1,24851,2
1,24863,352
1,24900,3
1,24915,1
1,24940,3436
1,25022,1
1,25074,17
1,25086,1
1,25232,2
1,25310,1
1,25369,323
1,25525,1
1,25532,2
1,25560,1
1,25761,23
1,25847,41
1,25897,2
1,25956,2
1,26010,4
1,26228,1
1,26277,5
1,26439,1
1,26627,7
1,26780,3
1,27183,1
1,27257,71
1,27364,2
1,27595,66
1,27645,4
1,27696,749
1,27699,4
1,27715,10
1,27738,1
1,27782,6
1,27810,2
1,28573,4
1,28753,844
1,29131,4
1,29208,4
1,29255,1
1,29256,3
1,29339,2
1,29550,14
1,29571,2
1,29737,3
1,29895,1
1,30015,1
1,30099,3
1,30315,8
1,30340,2
1,30380,40
1,30491,1
1,30496,607
1,30983,40
1,30989,1
1,31094,1
1,31252,1117
1,31797,5
1,31983,4212
1,32013,1
1,32244,5
1,32575,2
1,32613,171
1,32632,1
1,32666,3698
1,32743,14
1,32795,1
1,33130,2
1,33287,15
1,33438,11491
1,33489,1
1,33588,1
1,33650,17
1,33651,5
1,33653,1
1,33668,3
1,33774,3
1,34104,5
1,34320,22
1,34679,2
1,35005,6
1,35017,3371
1,35216,2
1,35315,15
1,35830,2
1,35832,1
1,35908,5
1,36066,2
1,36657,2
1,36727,4
1,37945,3
1,39386,3
1,39632,15
1,40028,1
2,3,11
2,4,1
2,16,21
2,25,11
2,27,1
2,31,1
2,46,1
2,47,11
2,52,536
2,59,8
2,81,85
2,91,307
2,104,3
2,111,17
2,131,193
2,137,3
2,156,169
2,159,111
2,174,19
2,209,1902
2,225,850
2,226,3
2,237,2
2,553,1053
2,577,7
2,679,1443
2,680,3
2,684,721
2,701,356
2,766,1
2,786,149
2,812,192
2,1239,5134
2,1241,30
2,1312,9530
2,1659,1830
2,1853,37
2,1901,80
2,1916,3
2,1930,1
2,1955,21
2,2152,200
2,2497,1
2,2514,1443
2,2519,1
2,2552,9
2,2614,3
2,2637,11
2,2697,31
2,2819,4
2,2828,210
2,2856,1
2,2907,1
2,2914,133
2,2915,45
2,3215,1
2,3243,1
2,3257,1
2,3267,1280
2,3269,14
2,3320,296
2,3340,1
2,3352,26
2,3356,169
2,3388,14
2,3450,4
2,3462,4182
2,3557,43
2,3561,792
2,3575,3
2,3591,1
2,3595,5
2,3598,19
2,3659,15
2,3701,13
2,3786,1
2,4134,552
2,4181,15
2,4230,3
2,4264,1
2,4323,486
2,4513,103
2,4538,27
2,4618,1
2,4691,1
2,4713,12
2,4723,1
2,4725,949
2,4739,6
2,4755,2
2,4760,17
2,4765,2
2,4766,2736
2,4780,2
2,4788,1738
2,4808,1
2,4812,146
2,4814,23
2,4837,1377
2,4983,688
2,5089,1
2,5396,43
2,5413,2
2,5550,4
2,5561,2
2,5617,1228
2,5650,6844
2,5661,26
2,5713,3
2,5739,1
2,6079,10
2,6106,64
2,6128,12
2,6140,2
2,6147,2
2,6315,2
2,6342,36
2,6360,7
2,6364,37
2,6366,13
2,6432,25
2,6461,4
2,6467,36
2,6478,337
2,6517,141
2,6539,4336
2,6568,2
2,6713,2
2,6724,26
2,6746,82
2,7015,447
2,7018,22202
2,7065,115
2,7132,1034
2,7303,1
2,7314,164
2,7342,2
2,7377,8991
2,7393,20
2,7470,1
2,7482,10
2,7497,3
2,7543,3
2,7545,2
2,7774,11
2,7796,4
2,7837,6
2,7847,14
2,7859,4
2,8001,18
2,8069,1083
2,8151,128
2,8167,726
2,8220,2
2,8246,1
2,8402,2389
2,8422,5
2,8514,1
2,8517,1
2,8560,161
2,8708,6
2,8881,1
2,8939,1
2,8972,3
2,9095,1
2,9116,5
2,9304,197
2,9316,9387
2,9318,3271
2,9370,614
2,9371,2
2,9394,3
2,9416,2
2,9506,1827
2,9551,1
2,9583,38
2,9584,1
2,9625,83
2,9706,4
2,9800,744
2,9812,1
2,9829,14
2,9831,5
2,9916,1
2,9919,1
2,9924,2
2,9929,1
2,10013,4
2,10197,1
2,10421,19
2,10429,1
2,10439,1200
2,10598,3
2,10620,64
2,10763,4
2,10796,1
2,10837,36
2,10910,6
2,10933,2
2,11172,1
2,11257,1046
2,11290,2
2,11351,859
2,11414,996
2,11426,4
2,11442,9
2,11486,3
2,11537,3
2,11588,9
2,11686,2
2,11739,1
2,11840,9
2,11845,4
2,11939,168
2,12129,4
2,12156,4
2,12168,3
2,12173,915
2,12179,1
2,12182,143
2,12252,20
2,12260,4
2,12322,1211
2,12392,2
2,12406,2
2,12513,5
2,12578,46
2,12769,1
2,12832,1
2,13041,5
2,13213,1
2,13343,34
2,13680,18
2,13749,4243
2,13867,15
2,13890,63
2,14113,5
2,14127,321
2,14173,1
2,14265,1438
2,14280,1
2,14361,4
2,14425,275
2,14492,1
2,14501,67
2,14537,4
2,14719,12
2,14743,2
2,14779,1
2,14806,2
2,15083,47
2,15169,278
2,15180,306
2,15227,117
2,15270,5
2,15389,8
2,15703,1
2,15802,1175
2,15857,2
2,15965,1
2,16124,1
2,16246,3
2,16322,2
2,16339,1
2,16467,30
2,16509,5
2,16572,194
2,16912,35
2,17055,4
2,17184,1
2,17222,4170
2,17225,4
2,17233,9
2,17429,1
2,17439,1
2,17443,66
2,17444,1
2,17465,2
2,17557,93
2,17638,1020
2,17676,1
2,17712,1
2,17964,364
2,18182,1
2,18229,12
2,18245,2
2,18264,1
2,18302,170
2,18530,53
2,18566,65
2,18812,1
2,19094,2
2,19181,23
2,19262,966
2,19306,75
2,19318,11
2,19429,1
2,19444,4
2,19548,3166
2,19742,2
2,19817,248
2,19875,159
2,19916,1
2,19918,24252
2,20057,114
2,20124,11
2,20597,1
2,20773,1
2,20853,1
2,20934,19
2,20940,30
2,21840,6
2,21844,241
2,21910,2
2,21928,2
2,22625,11
2,22653,260
2,22773,5
2,22822,1
2,23216,1
2,23342,8
2,23504,15
2,23606,1
2,23974,1
2,24400,83
2,24587,2
2,24679,101
2,24863,388
2,24940,2454
2,24989,445
2,25351,2
2,25369,323
2,25655,26
2,25751,7
2,25767,5
2,25973,5
2,26108,2
2,26277,1
2,26535,1
2,26803,56
2,26978,24
2,27183,1
2,27431,7
2,27596,27
2,27696,14
2,27699,4
2,27810,7
2,28571,1539
2,28753,795
2,29075,1
2,29096,3
2,29339,2
2,29550,5
2,29668,28
2,29720,5
2,29863,489
2,30099,498
2,30217,84
2,30315,29
2,30496,211
2,30983,281
2,31034,5
2,31252,196
2,31405,74
2,31983,4099
2,32102,88
2,32244,1
2,32400,2
2,32575,2
2,32613,180
2,32632,1
2,32666,3698
2,33070,5280
2,33260,495
2,33287,11
2,33322,3
2,33419,5
2,33438,5
2,33588,20
2,33650,9265
2,33651,2652
2,33775,1
2,33929,3
2,33995,2
2,34126,378
2,34823,1
2,35005,5
2,35017,2
2,35511,1
2,35845,1
2,36017,1
2,36114,5
2,36323,3
2,36351,15
2,36384,27
2,36420,96
2,36643,5
2,36752,1
2,36828,63
2,36839,8
2,36856,13
2,38083,2
2,39484,1
3,3,2
3,4,1
3,8,12
3,11,1
3,12,2
3,17,2
3,27,4
3,46,2
3,73,1
3,81,4
3,87,1
3,137,6
3,156,2
3,174,2
3,205,3
3,209,3
3,225,1
3,271,1
3,286,1
3,376,1
3,553,4
3,577,1
3,680,10
3,684,2
3,701,11
3,702,6
3,766,3
3,786,4
3,812,1
3,852,12
3,1133,2
3,1213,2
